session_id,user_id,session_start,session_end,traffic_source,campaign_name,device_type,browser,operating_system,landing_page
S1013,U6679,2026-05-18 18:46:50,2026-05-18 18:59:50,Instagram,Decision,Desktop,Firefox,Android,/products
S1014,U1313,2026-05-21 19:42:17,2026-05-21 19:49:17,Organic,She,Mobile,Safari,MacOS,/offers
S1015,U10104,2026-05-20 08:04:17,2026-05-20 08:29:17,Email,Have,Desktop,Edge,iOS,/offers
S1016,U795,2026-05-20 06:26:23,2026-05-20 06:36:23,Direct,Business,Mobile,Edge,iOS,/home
S1017,U12845,2026-05-22 12:16:11,2026-05-22 12:24:11,Google Ads,Seven,Mobile,Firefox,MacOS,/home
S1018,U2651,2026-05-23 02:15:05,2026-05-23 02:28:05,Email,Such,Mobile,Firefox,MacOS,/offers
S1019,U12290,2026-05-21 02:10:21,2026-05-21 02:23:21,Direct,Become,Mobile,Firefox,Windows,/home
S1020,U24442,2026-05-23 22:50:06,2026-05-23 22:51:06,Direct,Pm,Tablet,Safari,MacOS,/home
S1021,U13421,2026-05-21 13:25:48,2026-05-21 13:34:48,Email,Them,Mobile,Chrome,Windows,/home
S1022,U9344,2026-05-20 06:29:55,2026-05-20 06:31:55,Google Ads,Carry,Desktop,Chrome,Android,/offers
S1023,U10935,2026-05-21 18:37:54,2026-05-21 18:50:54,Google Ads,Enjoy,Tablet,Edge,Windows,/products
S1024,U9221,2026-05-22 06:09:26,2026-05-22 06:14:26,Instagram,Feeling,Tablet,Chrome,iOS,/products
S1025,U10384,2026-05-23 09:31:32,2026-05-23 10:08:32,Direct,Herself,Mobile,Firefox,Android,/products
S1026,U11310,2026-05-19 20:54:42,2026-05-19 21:22:42,Organic,Entire,Tablet,Firefox,Android,/home
S1027,U18554,2026-05-20 12:12:41,2026-05-20 12:46:41,Google Ads,Eye,Mobile,Firefox,Windows,/home
S1028,U1010,2026-05-19 00:56:17,2026-05-19 01:32:17,Facebook,Purpose,Tablet,Chrome,iOS,/offers
S1029,U24378,2026-05-24 07:08:08,2026-05-24 07:21:08,Organic,Along,Tablet,Chrome,MacOS,/offers
S1030,U2135,2026-05-19 20:03:16,2026-05-19 20:09:16,Google Ads,Suddenly,Mobile,Chrome,MacOS,/offers
S1031,U323,2026-05-20 09:18:59,2026-05-20 09:41:59,Email,Explain,Mobile,Firefox,Windows,/home
S1032,U6318,2026-05-23 14:12:55,2026-05-23 14:50:55,Direct,Any,Mobile,Firefox,MacOS,/offers
S1033,U20002,2026-05-22 11:18:28,2026-05-22 11:34:28,Direct,Fact,Tablet,Edge,Android,/offers
S1034,U2874,2026-05-23 00:25:38,2026-05-23 00:58:38,Email,True,Tablet,Firefox,Android,/offers
S1035,U24640,2026-05-22 19:15:36,2026-05-22 19:55:36,Direct,Nature,Desktop,Safari,MacOS,/products
S1036,U15551,2026-05-24 06:39:40,2026-05-24 07:13:40,Direct,Only,Tablet,Chrome,Windows,/products
S1037,U8990,2026-05-22 00:28:53,2026-05-22 00:35:53,Facebook,Rest,Desktop,Chrome,MacOS,/products
S1038,U20056,2026-05-20 08:00:38,2026-05-20 08:23:38,Google Ads,Nice,Tablet,Chrome,iOS,/products
S1039,U17990,2026-05-20 05:30:06,2026-05-20 05:43:06,Google Ads,With,Desktop,Safari,iOS,/products
S1040,U22211,2026-05-21 04:51:47,2026-05-21 05:21:47,Organic,Begin,Tablet,Edge,MacOS,/offers
S1041,U4812,2026-05-19 17:37:06,2026-05-19 17:38:06,Email,Treat,Mobile,Safari,MacOS,/products
S1042,U12234,2026-05-19 08:07:39,2026-05-19 08:17:39,Email,Simply,Tablet,Safari,Windows,/offers
S1043,U2307,2026-05-21 08:05:32,2026-05-21 08:34:32,Direct,Model,Tablet,Chrome,Android,/home
S1044,U9594,2026-05-21 09:18:53,2026-05-21 09:57:53,Email,Resource,Mobile,Edge,Windows,/products
S1045,U594,2026-05-23 00:24:52,2026-05-23 00:58:52,Facebook,Treat,Tablet,Edge,MacOS,/products
S1046,U4164,2026-05-19 12:06:07,2026-05-19 12:37:07,Google Ads,Citizen,Tablet,Safari,Android,/offers
S1047,U3158,2026-05-21 00:45:35,2026-05-21 01:12:35,Google Ads,Nature,Mobile,Chrome,iOS,/home
S1048,U14806,2026-05-19 16:08:42,2026-05-19 16:33:42,Email,Age,Mobile,Edge,iOS,/home
S1049,U18846,2026-05-23 18:21:32,2026-05-23 18:45:32,Organic,Production,Desktop,Edge,MacOS,/products
S1050,U8199,2026-05-20 12:27:38,2026-05-20 12:46:38,Email,Bank,Tablet,Edge,Windows,/products
S1051,U9870,2026-05-19 18:41:50,2026-05-19 18:47:50,Organic,Bad,Mobile,Firefox,MacOS,/home
S1052,U10455,2026-05-22 16:23:53,2026-05-22 16:33:53,Organic,Choice,Tablet,Chrome,MacOS,/products
S1053,U12806,2026-05-22 12:49:47,2026-05-22 13:27:47,Instagram,Maybe,Tablet,Firefox,MacOS,/offers
S1054,U21191,2026-05-20 17:10:01,2026-05-20 17:21:01,Instagram,Training,Tablet,Chrome,Android,/products
S1055,U11141,2026-05-21 16:36:35,2026-05-21 17:05:35,Facebook,Address,Tablet,Safari,iOS,/home
S1056,U13681,2026-05-20 08:23:18,2026-05-20 09:03:18,Organic,Fish,Tablet,Safari,iOS,/offers
S1057,U5869,2026-05-20 04:43:03,2026-05-20 04:56:03,Email,High,Tablet,Edge,Android,/products
S1058,U21852,2026-05-24 09:05:32,2026-05-24 09:14:32,Direct,Someone,Desktop,Chrome,Android,/products
S1059,U21431,2026-05-21 09:59:11,2026-05-21 10:07:11,Instagram,Road,Tablet,Safari,Windows,/home
S1060,U14473,2026-05-19 01:53:51,2026-05-19 02:22:51,Organic,Simple,Mobile,Chrome,Android,/products
S1061,U19990,2026-05-20 08:43:46,2026-05-20 09:14:46,Email,Piece,Desktop,Firefox,MacOS,/offers
S1062,U8388,2026-05-23 12:12:13,2026-05-23 12:35:13,Facebook,Avoid,Tablet,Safari,Windows,/products
S1063,U4328,2026-05-21 04:59:43,2026-05-21 05:28:43,Instagram,Sign,Mobile,Edge,Android,/products
S1064,U23945,2026-05-20 14:04:18,2026-05-20 14:16:18,Email,Off,Mobile,Firefox,iOS,/offers
S1065,U15547,2026-05-21 19:11:59,2026-05-21 19:46:59,Email,Where,Tablet,Edge,MacOS,/products
S1066,U665,2026-05-21 17:05:23,2026-05-21 17:09:23,Google Ads,Summer,Tablet,Edge,Android,/offers
S1067,U8046,2026-05-21 20:08:06,2026-05-21 20:28:06,Direct,Personal,Desktop,Edge,iOS,/products
S1068,U13946,2026-05-21 01:22:10,2026-05-21 01:28:10,Email,Lead,Desktop,Firefox,Windows,/products
S1069,U9268,2026-05-20 15:29:47,2026-05-20 15:51:47,Google Ads,House,Mobile,Firefox,MacOS,/offers
S1070,U8817,2026-05-18 16:26:16,2026-05-18 16:59:16,Direct,My,Tablet,Firefox,MacOS,/home
S1071,U16447,2026-05-19 02:15:48,2026-05-19 02:49:48,Organic,Step,Tablet,Chrome,iOS,/home
S1072,U11206,2026-05-21 03:54:03,2026-05-21 04:05:03,Instagram,Great,Desktop,Safari,MacOS,/products
S1073,U5618,2026-05-20 23:56:40,2026-05-21 00:29:40,Direct,Mrs,Desktop,Edge,iOS,/home
S1074,U20162,2026-05-22 04:51:44,2026-05-22 04:59:44,Direct,Grow,Desktop,Safari,iOS,/home
S1075,U23642,2026-05-24 07:53:04,2026-05-24 08:22:04,Instagram,Population,Desktop,Safari,MacOS,/home
S1076,U24893,2026-05-21 05:46:47,2026-05-21 06:18:47,Organic,Action,Tablet,Chrome,MacOS,/offers
S1077,U9352,2026-05-22 06:43:41,2026-05-22 06:45:41,Instagram,Serious,Desktop,Chrome,iOS,/offers
S1078,U22304,2026-05-21 11:09:48,2026-05-21 11:13:48,Direct,Radio,Tablet,Safari,iOS,/products
S1079,U16852,2026-05-23 00:33:05,2026-05-23 01:01:05,Organic,Late,Desktop,Chrome,MacOS,/offers
S1080,U22669,2026-05-22 12:27:17,2026-05-22 12:30:17,Email,Story,Desktop,Safari,iOS,/products
S1081,U5535,2026-05-22 01:14:07,2026-05-22 01:50:07,Direct,Director,Mobile,Firefox,iOS,/products
S1082,U17815,2026-05-19 09:57:21,2026-05-19 10:00:21,Instagram,Less,Tablet,Safari,MacOS,/offers
S1083,U5796,2026-05-20 06:02:20,2026-05-20 06:22:20,Organic,Wall,Tablet,Chrome,MacOS,/home
S1084,U23240,2026-05-22 04:57:35,2026-05-22 04:58:35,Instagram,Continue,Mobile,Edge,MacOS,/home
S1085,U15601,2026-05-24 03:07:22,2026-05-24 03:33:22,Email,Contain,Desktop,Safari,Android,/home
S1086,U20673,2026-05-20 11:01:02,2026-05-20 11:07:02,Email,Manage,Mobile,Edge,Windows,/home
S1087,U13306,2026-05-19 05:08:10,2026-05-19 05:16:10,Organic,Simple,Mobile,Firefox,Windows,/products
S1088,U23322,2026-05-18 11:47:51,2026-05-18 12:02:51,Direct,Someone,Desktop,Safari,iOS,/home
S1089,U16116,2026-05-22 12:14:58,2026-05-22 12:24:58,Direct,Ahead,Mobile,Firefox,Windows,/home
S1090,U22806,2026-05-18 12:29:26,2026-05-18 12:43:26,Google Ads,Century,Mobile,Safari,Android,/products
S1091,U5987,2026-05-19 07:02:02,2026-05-19 07:12:02,Facebook,Different,Tablet,Chrome,Android,/home
S1092,U11675,2026-05-23 19:42:00,2026-05-23 19:53:00,Facebook,Low,Desktop,Firefox,iOS,/products
S1093,U3791,2026-05-18 11:55:40,2026-05-18 12:15:40,Facebook,Life,Desktop,Safari,Windows,/offers
S1094,U15249,2026-05-20 23:38:47,2026-05-21 00:00:47,Email,Moment,Desktop,Firefox,MacOS,/home
S1095,U13746,2026-05-21 12:06:44,2026-05-21 12:10:44,Direct,Market,Desktop,Edge,Windows,/home
S1096,U17949,2026-05-21 06:55:26,2026-05-21 07:26:26,Facebook,Rule,Mobile,Firefox,MacOS,/products
S1097,U19826,2026-05-23 04:17:53,2026-05-23 04:39:53,Email,Close,Mobile,Chrome,Android,/products
S1098,U1970,2026-05-20 23:58:59,2026-05-21 00:33:59,Email,Pretty,Desktop,Firefox,iOS,/products
S1099,U5160,2026-05-22 02:48:22,2026-05-22 03:15:22,Facebook,Crime,Mobile,Firefox,Windows,/products
S1100,U16780,2026-05-23 17:30:26,2026-05-23 17:44:26,Instagram,Think,Tablet,Chrome,Android,/offers
S1101,U7812,2026-05-23 04:00:49,2026-05-23 04:36:49,Email,General,Mobile,Safari,MacOS,/offers
S1102,U24820,2026-05-23 00:54:11,2026-05-23 01:29:11,Instagram,Case,Mobile,Safari,Android,/offers
S1103,U2873,2026-05-19 14:30:48,2026-05-19 15:04:48,Direct,Spend,Tablet,Firefox,Windows,/offers
S1104,U11200,2026-05-18 23:01:17,2026-05-18 23:21:17,Google Ads,Art,Tablet,Firefox,MacOS,/home
S1105,U17443,2026-05-21 06:43:44,2026-05-21 07:05:44,Organic,Realize,Desktop,Chrome,Android,/products
S1106,U6724,2026-05-21 08:17:33,2026-05-21 08:26:33,Direct,Than,Mobile,Chrome,Windows,/home
S1107,U9635,2026-05-19 21:23:52,2026-05-19 21:43:52,Instagram,Room,Mobile,Chrome,Android,/home
S1108,U335,2026-05-23 20:22:20,2026-05-23 20:39:20,Organic,Cost,Desktop,Firefox,iOS,/products
S1109,U1399,2026-05-20 23:31:51,2026-05-20 23:41:51,Google Ads,Fill,Desktop,Safari,MacOS,/offers
S1110,U23494,2026-05-21 00:54:46,2026-05-21 01:14:46,Facebook,Strategy,Tablet,Edge,iOS,/products
S1111,U4475,2026-05-19 02:59:38,2026-05-19 03:35:38,Facebook,Bag,Mobile,Chrome,iOS,/offers
S1112,U1938,2026-05-22 09:51:36,2026-05-22 10:24:36,Email,Head,Mobile,Chrome,Android,/home
S1113,U22211,2026-05-22 13:07:52,2026-05-22 13:35:52,Organic,Quite,Tablet,Chrome,Windows,/home
S1114,U6996,2026-05-23 21:27:36,2026-05-23 21:38:36,Email,Improve,Tablet,Firefox,Android,/offers
S1115,U12927,2026-05-21 20:35:12,2026-05-21 21:14:12,Direct,Production,Tablet,Edge,MacOS,/offers
S1116,U18715,2026-05-18 12:11:52,2026-05-18 12:36:52,Facebook,Least,Desktop,Edge,MacOS,/offers
S1117,U3099,2026-05-24 07:47:23,2026-05-24 08:06:23,Email,Yourself,Mobile,Safari,Windows,/products
S1118,U4475,2026-05-21 23:37:55,2026-05-21 23:58:55,Direct,Fire,Tablet,Edge,Android,/home
S1119,U23329,2026-05-18 17:58:58,2026-05-18 18:15:58,Organic,Industry,Mobile,Edge,Android,/offers
S1120,U14288,2026-05-22 11:22:33,2026-05-22 11:30:33,Email,Born,Mobile,Firefox,Windows,/products
S1121,U23085,2026-05-22 01:31:56,2026-05-22 01:57:56,Facebook,Alone,Desktop,Safari,MacOS,/products
S1122,U844,2026-05-23 18:02:30,2026-05-23 18:15:30,Organic,Son,Desktop,Firefox,MacOS,/home
S1123,U7271,2026-05-18 19:57:25,2026-05-18 19:58:25,Google Ads,Agreement,Tablet,Chrome,iOS,/products
S1124,U14874,2026-05-23 05:08:38,2026-05-23 05:16:38,Google Ads,Represent,Mobile,Chrome,MacOS,/products
S1125,U1757,2026-05-18 16:04:45,2026-05-18 16:25:45,Google Ads,First,Mobile,Safari,MacOS,/products
S1126,U22931,2026-05-23 22:02:51,2026-05-23 22:13:51,Google Ads,Say,Tablet,Edge,MacOS,/products
S1127,U22247,2026-05-24 01:19:24,2026-05-24 01:22:24,Direct,Foreign,Mobile,Edge,iOS,/home
S1128,U22471,2026-05-19 22:45:37,2026-05-19 23:14:37,Direct,Once,Tablet,Edge,Windows,/offers
S1129,U12132,2026-05-19 20:31:22,2026-05-19 20:54:22,Instagram,Place,Tablet,Edge,MacOS,/offers
S1130,U3778,2026-05-20 18:42:42,2026-05-20 19:16:42,Google Ads,Back,Desktop,Edge,Windows,/products
S1131,U21863,2026-05-22 18:23:29,2026-05-22 18:57:29,Facebook,Do,Mobile,Firefox,MacOS,/home
S1132,U19448,2026-05-18 13:38:19,2026-05-18 13:56:19,Direct,Remain,Mobile,Firefox,MacOS,/home
S1133,U17702,2026-05-21 10:53:14,2026-05-21 10:59:14,Email,Cost,Tablet,Edge,Android,/products
S1134,U24434,2026-05-19 05:11:54,2026-05-19 05:24:54,Email,Kind,Mobile,Edge,Windows,/offers
S1135,U21003,2026-05-20 10:50:18,2026-05-20 11:01:18,Email,Which,Tablet,Safari,iOS,/home
S1136,U5615,2026-05-24 01:30:10,2026-05-24 02:02:10,Organic,Theory,Mobile,Safari,Windows,/products
S1137,U1000,2026-05-23 14:29:27,2026-05-23 15:07:27,Direct,Network,Tablet,Chrome,iOS,/home
S1138,U657,2026-05-19 13:45:25,2026-05-19 13:52:25,Direct,Former,Mobile,Firefox,Android,/products
S1139,U21262,2026-05-19 18:49:49,2026-05-19 19:19:49,Facebook,Edge,Tablet,Chrome,Windows,/offers
S1140,U14484,2026-05-21 19:22:59,2026-05-21 19:27:59,Organic,Improve,Mobile,Safari,MacOS,/products
S1141,U5845,2026-05-19 16:31:39,2026-05-19 17:11:39,Instagram,Only,Tablet,Chrome,iOS,/offers
S1142,U24267,2026-05-19 02:32:31,2026-05-19 02:57:31,Organic,Wrong,Tablet,Edge,Android,/offers
S1143,U9040,2026-05-21 12:21:49,2026-05-21 12:26:49,Google Ads,Easy,Tablet,Firefox,MacOS,/home
S1144,U15245,2026-05-19 21:31:37,2026-05-19 21:58:37,Direct,Work,Mobile,Safari,Android,/products
S1145,U15440,2026-05-20 03:06:41,2026-05-20 03:29:41,Instagram,Contain,Mobile,Safari,MacOS,/home
S1146,U18207,2026-05-22 11:46:22,2026-05-22 12:26:22,Organic,What,Tablet,Safari,MacOS,/products
S1147,U19600,2026-05-21 09:21:17,2026-05-21 09:56:17,Direct,Raise,Desktop,Chrome,Windows,/products
S1148,U19782,2026-05-24 03:56:10,2026-05-24 04:13:10,Organic,Husband,Desktop,Firefox,iOS,/products
S1149,U11477,2026-05-19 03:17:57,2026-05-19 03:30:57,Instagram,Under,Tablet,Edge,Windows,/home
S1150,U18619,2026-05-22 06:05:37,2026-05-22 06:07:37,Direct,Choice,Tablet,Edge,MacOS,/offers
S1151,U13767,2026-05-21 20:40:59,2026-05-21 20:45:59,Organic,List,Mobile,Chrome,iOS,/products
S1152,U16778,2026-05-23 16:25:30,2026-05-23 16:31:30,Organic,Right,Tablet,Firefox,iOS,/home
S1153,U15932,2026-05-21 20:49:41,2026-05-21 21:03:41,Google Ads,Investment,Desktop,Chrome,MacOS,/offers
S1154,U6686,2026-05-20 23:56:13,2026-05-21 00:07:13,Email,Country,Tablet,Safari,iOS,/offers
S1155,U6591,2026-05-22 11:45:20,2026-05-22 12:08:20,Email,Down,Desktop,Firefox,Windows,/home
S1156,U15289,2026-05-20 13:07:14,2026-05-20 13:21:14,Facebook,Follow,Desktop,Chrome,MacOS,/offers
S1157,U8365,2026-05-23 03:08:38,2026-05-23 03:15:38,Email,Ever,Tablet,Safari,Android,/products
S1158,U10827,2026-05-24 01:16:06,2026-05-24 01:41:06,Direct,Service,Desktop,Chrome,iOS,/offers
S1159,U8425,2026-05-19 18:32:02,2026-05-19 18:40:02,Facebook,Film,Tablet,Firefox,Windows,/offers
S1160,U4905,2026-05-19 12:26:26,2026-05-19 12:29:26,Direct,Agree,Desktop,Chrome,MacOS,/offers
S1161,U13037,2026-05-18 18:31:34,2026-05-18 18:36:34,Facebook,Own,Tablet,Edge,Android,/products
S1162,U5,2026-05-19 22:54:01,2026-05-19 23:14:01,Instagram,Scene,Mobile,Edge,iOS,/products
S1163,U22162,2026-05-21 04:49:30,2026-05-21 05:09:30,Google Ads,Form,Desktop,Chrome,iOS,/offers
S1164,U6600,2026-05-19 17:59:11,2026-05-19 18:01:11,Organic,Respond,Mobile,Firefox,Windows,/products
S1165,U21001,2026-05-23 11:55:25,2026-05-23 12:25:25,Facebook,Single,Tablet,Edge,iOS,/products
S1166,U17277,2026-05-23 07:33:09,2026-05-23 07:57:09,Organic,Set,Tablet,Safari,iOS,/products
S1167,U898,2026-05-23 15:55:33,2026-05-23 16:03:33,Facebook,Most,Tablet,Chrome,Windows,/products
S1168,U6424,2026-05-21 01:18:59,2026-05-21 01:54:59,Organic,Official,Tablet,Firefox,iOS,/offers
S1169,U20566,2026-05-19 15:52:02,2026-05-19 15:55:02,Facebook,Best,Mobile,Chrome,Android,/offers
S1170,U24814,2026-05-18 16:22:14,2026-05-18 17:00:14,Email,Senior,Tablet,Chrome,Windows,/offers
S1171,U24921,2026-05-18 20:32:03,2026-05-18 21:03:03,Facebook,Fight,Desktop,Edge,iOS,/home
S1172,U10642,2026-05-20 22:13:33,2026-05-20 22:46:33,Google Ads,Drive,Desktop,Edge,MacOS,/home
S1173,U8991,2026-05-23 03:08:47,2026-05-23 03:30:47,Email,City,Desktop,Chrome,Windows,/home
S1174,U12896,2026-05-22 13:20:24,2026-05-22 13:45:24,Email,Can,Desktop,Chrome,Windows,/home
S1175,U9243,2026-05-20 05:09:20,2026-05-20 05:14:20,Facebook,Quality,Mobile,Chrome,Android,/offers
S1176,U3032,2026-05-19 11:38:15,2026-05-19 11:41:15,Organic,School,Tablet,Firefox,iOS,/home
S1177,U15335,2026-05-22 18:35:46,2026-05-22 18:48:46,Instagram,View,Desktop,Safari,iOS,/home
S1178,U11452,2026-05-20 12:36:36,2026-05-20 12:48:36,Facebook,Organization,Mobile,Firefox,MacOS,/home
S1179,U22418,2026-05-21 13:57:39,2026-05-21 13:59:39,Facebook,Medical,Desktop,Chrome,Android,/products
S1180,U13966,2026-05-20 21:56:06,2026-05-20 22:27:06,Google Ads,Do,Desktop,Safari,iOS,/home
S1181,U23158,2026-05-20 04:35:05,2026-05-20 04:38:05,Organic,Consumer,Tablet,Edge,Windows,/products
S1182,U14881,2026-05-19 03:52:03,2026-05-19 04:25:03,Organic,Build,Mobile,Chrome,Android,/offers
S1183,U1459,2026-05-18 20:46:48,2026-05-18 20:48:48,Email,Their,Tablet,Safari,MacOS,/offers
S1184,U5355,2026-05-22 07:22:24,2026-05-22 07:32:24,Google Ads,From,Tablet,Edge,iOS,/offers
S1185,U2164,2026-05-21 12:55:55,2026-05-21 13:17:55,Organic,Cold,Desktop,Edge,Android,/home
S1186,U9213,2026-05-19 19:52:58,2026-05-19 19:59:58,Organic,Cell,Mobile,Safari,iOS,/home
S1187,U800,2026-05-19 03:02:54,2026-05-19 03:40:54,Organic,Here,Mobile,Chrome,Windows,/products
S1188,U1178,2026-05-19 01:07:55,2026-05-19 01:32:55,Facebook,Garden,Desktop,Edge,Windows,/home
S1189,U13550,2026-05-23 16:35:24,2026-05-23 16:57:24,Instagram,Capital,Desktop,Edge,Windows,/home
S1190,U13244,2026-05-19 11:33:58,2026-05-19 11:45:58,Organic,Song,Desktop,Edge,Windows,/products
S1191,U11352,2026-05-23 14:33:37,2026-05-23 14:52:37,Google Ads,Follow,Tablet,Firefox,Android,/offers
S1192,U8949,2026-05-24 04:31:51,2026-05-24 04:48:51,Instagram,Garden,Mobile,Firefox,Android,/home
S1193,U303,2026-05-18 16:53:05,2026-05-18 17:25:05,Google Ads,Show,Tablet,Edge,iOS,/offers
S1194,U7198,2026-05-19 15:20:07,2026-05-19 15:33:07,Facebook,Have,Tablet,Edge,Android,/home
S1195,U3577,2026-05-20 05:35:44,2026-05-20 05:46:44,Organic,Prove,Desktop,Edge,Windows,/products
S1196,U20614,2026-05-22 19:39:10,2026-05-22 19:44:10,Email,Attention,Desktop,Edge,MacOS,/home
S1197,U13583,2026-05-19 20:20:00,2026-05-19 20:51:00,Facebook,Member,Tablet,Safari,iOS,/products
S1198,U5468,2026-05-19 21:09:15,2026-05-19 21:35:15,Email,Pattern,Desktop,Edge,MacOS,/offers
S1199,U21194,2026-05-18 15:59:59,2026-05-18 16:36:59,Direct,Team,Mobile,Firefox,Android,/products
S1200,U18183,2026-05-20 23:24:20,2026-05-20 23:58:20,Google Ads,Tv,Mobile,Safari,Android,/products
S1201,U23625,2026-05-24 07:50:31,2026-05-24 08:00:31,Direct,Deep,Tablet,Edge,Android,/offers
S1202,U23844,2026-05-19 08:31:41,2026-05-19 08:58:41,Direct,Collection,Mobile,Edge,Android,/home
S1203,U19976,2026-05-23 09:13:55,2026-05-23 09:41:55,Email,Seek,Desktop,Safari,MacOS,/products
S1204,U21843,2026-05-22 22:29:36,2026-05-22 23:00:36,Google Ads,Its,Tablet,Safari,iOS,/home
S1205,U6446,2026-05-20 15:40:53,2026-05-20 16:06:53,Organic,Box,Tablet,Firefox,MacOS,/products
S1206,U5442,2026-05-19 20:10:43,2026-05-19 20:11:43,Facebook,Power,Tablet,Firefox,Windows,/offers
S1207,U24727,2026-05-20 10:09:56,2026-05-20 10:22:56,Google Ads,Garden,Desktop,Firefox,iOS,/products
S1208,U20254,2026-05-22 21:50:45,2026-05-22 22:01:45,Organic,Drop,Desktop,Chrome,iOS,/products
S1209,U11287,2026-05-22 10:12:14,2026-05-22 10:24:14,Google Ads,Seek,Tablet,Edge,iOS,/products
S1210,U5000,2026-05-20 11:01:19,2026-05-20 11:05:19,Email,Thus,Mobile,Edge,Windows,/offers
S1211,U15619,2026-05-24 07:19:48,2026-05-24 07:56:48,Instagram,Yet,Mobile,Firefox,MacOS,/products
S1212,U12275,2026-05-23 08:30:49,2026-05-23 09:05:49,Organic,View,Desktop,Chrome,Android,/products
S1213,U647,2026-05-21 05:57:11,2026-05-21 06:33:11,Google Ads,From,Desktop,Chrome,Android,/products
S1214,U11704,2026-05-20 18:56:38,2026-05-20 19:05:38,Direct,Rate,Desktop,Edge,iOS,/offers
S1215,U10724,2026-05-21 10:38:24,2026-05-21 10:42:24,Google Ads,Real,Mobile,Safari,Android,/products
S1216,U12332,2026-05-23 07:17:52,2026-05-23 07:56:52,Organic,Be,Desktop,Safari,MacOS,/home
S1217,U14629,2026-05-23 19:30:42,2026-05-23 20:08:42,Organic,Arrive,Desktop,Chrome,Windows,/products
S1218,U1342,2026-05-19 11:15:25,2026-05-19 11:25:25,Organic,Beat,Tablet,Edge,Windows,/home
S1219,U11826,2026-05-21 04:18:12,2026-05-21 04:25:12,Instagram,How,Desktop,Chrome,iOS,/offers
S1220,U5975,2026-05-19 22:58:14,2026-05-19 23:34:14,Instagram,Husband,Tablet,Chrome,Windows,/products
S1221,U3334,2026-05-20 05:44:33,2026-05-20 06:17:33,Email,Free,Tablet,Firefox,iOS,/products
S1222,U10728,2026-05-23 21:13:10,2026-05-23 21:31:10,Direct,Without,Mobile,Chrome,iOS,/offers
S1223,U4298,2026-05-22 06:59:31,2026-05-22 07:33:31,Instagram,Board,Mobile,Firefox,Windows,/products
S1224,U18595,2026-05-23 13:34:11,2026-05-23 14:04:11,Direct,Anything,Tablet,Safari,Windows,/products
S1225,U7340,2026-05-23 15:47:54,2026-05-23 16:18:54,Organic,Instead,Tablet,Safari,MacOS,/home
S1226,U18497,2026-05-19 11:46:22,2026-05-19 11:56:22,Facebook,Attack,Tablet,Firefox,Android,/products
S1227,U17776,2026-05-20 13:09:55,2026-05-20 13:48:55,Instagram,Business,Mobile,Firefox,iOS,/home
S1228,U20272,2026-05-21 00:50:53,2026-05-21 00:55:53,Email,Best,Mobile,Edge,Windows,/offers
S1229,U20726,2026-05-23 23:35:20,2026-05-24 00:05:20,Instagram,Never,Tablet,Safari,Android,/offers
S1230,U20676,2026-05-23 14:15:54,2026-05-23 14:17:54,Google Ads,Forward,Desktop,Chrome,iOS,/home
S1231,U20787,2026-05-19 08:22:18,2026-05-19 08:57:18,Instagram,Page,Desktop,Safari,iOS,/offers
S1232,U7841,2026-05-23 23:17:15,2026-05-23 23:45:15,Facebook,Tv,Tablet,Firefox,MacOS,/home
S1233,U3799,2026-05-20 22:49:30,2026-05-20 22:59:30,Facebook,Buy,Tablet,Edge,MacOS,/products
S1234,U12405,2026-05-23 03:44:09,2026-05-23 03:51:09,Organic,Own,Tablet,Safari,Android,/home
S1235,U6306,2026-05-23 02:29:27,2026-05-23 02:54:27,Direct,Country,Mobile,Firefox,iOS,/offers
S1236,U4270,2026-05-21 03:15:56,2026-05-21 03:17:56,Direct,Organization,Tablet,Edge,MacOS,/home
S1237,U5145,2026-05-24 00:07:43,2026-05-24 00:18:43,Direct,Record,Tablet,Firefox,Windows,/home
S1238,U18400,2026-05-22 09:21:10,2026-05-22 09:28:10,Email,Wonder,Tablet,Edge,MacOS,/offers
S1239,U24244,2026-05-20 01:52:58,2026-05-20 02:28:58,Email,Late,Tablet,Firefox,Android,/offers
S1240,U14329,2026-05-24 03:57:15,2026-05-24 04:11:15,Google Ads,Everything,Tablet,Safari,Android,/home
S1241,U16812,2026-05-18 21:37:57,2026-05-18 21:43:57,Facebook,Response,Desktop,Safari,Windows,/products
S1242,U19753,2026-05-20 12:08:09,2026-05-20 12:40:09,Google Ads,Campaign,Mobile,Firefox,Windows,/home
S1243,U6074,2026-05-24 05:38:15,2026-05-24 05:45:15,Instagram,Trial,Tablet,Firefox,iOS,/offers
S1244,U14618,2026-05-22 23:06:37,2026-05-22 23:20:37,Organic,Bank,Mobile,Edge,iOS,/products
S1245,U13004,2026-05-22 08:19:35,2026-05-22 08:30:35,Organic,Crime,Desktop,Chrome,MacOS,/offers
S1246,U8998,2026-05-22 08:34:49,2026-05-22 08:39:49,Google Ads,Camera,Mobile,Chrome,iOS,/home
S1247,U14310,2026-05-20 04:59:31,2026-05-20 05:13:31,Google Ads,Fast,Desktop,Chrome,Android,/home
S1248,U21123,2026-05-21 12:53:02,2026-05-21 12:58:02,Direct,Son,Desktop,Chrome,iOS,/home
S1249,U9906,2026-05-21 04:22:10,2026-05-21 04:55:10,Instagram,Do,Mobile,Firefox,Windows,/offers
