event_id,user_id,session_id,event_timestamp,event_type,product_id,variant
14294,U9155,S2431,2026-05-23 16:39:22,homepage_visit,P22,A
14295,U8879,S1976,2026-05-18 17:22:14,homepage_visit,P15,B
14296,U2267,S3995,2026-05-18 19:51:00,homepage_visit,P14,B
14297,U14936,S2460,2026-05-22 11:58:26,homepage_visit,P197,A
14298,U6738,S49,2026-05-18 16:37:16,homepage_visit,P177,B
14299,U12234,S3766,2026-05-20 02:45:11,homepage_visit,P137,B
14300,U19281,S3458,2026-05-22 19:38:35,homepage_visit,P166,A
14301,U22535,S44,2026-05-24 04:30:19,homepage_visit,P87,B
14302,U1743,S4321,2026-05-23 07:33:47,homepage_visit,P8,A
14303,U4352,S3307,2026-05-22 10:45:25,homepage_visit,P135,A
14304,U15879,S3291,2026-05-22 18:19:33,homepage_visit,P42,A
14305,U12367,S3540,2026-05-23 05:39:28,homepage_visit,P142,A
14306,U11210,S260,2026-05-19 19:09:57,homepage_visit,P138,B
14307,U12478,S4540,2026-05-22 14:49:05,homepage_visit,P186,A
14308,U6099,S4874,2026-05-20 16:29:52,homepage_visit,P123,A
14309,U15400,S3295,2026-05-19 10:44:30,homepage_visit,P30,B
14310,U18127,S3726,2026-05-21 17:21:11,homepage_visit,P32,B
14311,U21172,S3351,2026-05-22 16:03:49,homepage_visit,P65,B
14312,U11310,S1026,2026-05-24 11:13:41,homepage_visit,P113,A
14313,U1620,S4620,2026-05-23 12:54:05,homepage_visit,P91,A
14314,U348,S2971,2026-05-20 13:09:11,homepage_visit,P173,B
14315,U10197,S479,2026-05-24 00:37:14,homepage_visit,P163,A
14316,U22798,S4855,2026-05-22 07:29:46,homepage_visit,P26,B
14317,U4897,S2270,2026-05-20 12:00:40,homepage_visit,P123,B
14318,U19342,S1681,2026-05-24 07:51:33,homepage_visit,P43,B
14319,U23352,S214,2026-05-18 22:37:31,homepage_visit,P140,A
14320,U6682,S4144,2026-05-19 01:35:30,homepage_visit,P134,A
14321,U9773,S4086,2026-05-20 09:48:44,homepage_visit,P121,B
14322,U7302,S621,2026-05-21 16:41:08,homepage_visit,P37,A
14323,U15601,S1085,2026-05-21 23:18:17,homepage_visit,P99,B
14324,U12344,S4873,2026-05-23 08:44:56,homepage_visit,P172,B
14325,U5215,S4781,2026-05-20 15:30:25,homepage_visit,P148,A
14326,U3370,S4100,2026-05-19 19:20:44,homepage_visit,P191,A
14327,U20666,S401,2026-05-22 03:53:49,homepage_visit,P110,B
14328,U12859,S3658,2026-05-21 13:36:57,homepage_visit,P175,B
14329,U16909,S4969,2026-05-24 08:40:21,homepage_visit,P81,A
14330,U3178,S4833,2026-05-23 03:58:29,homepage_visit,P28,A
14331,U23158,S724,2026-05-19 22:18:49,homepage_visit,P121,B
14332,U22028,S1783,2026-05-20 17:00:33,homepage_visit,P74,A
14333,U7742,S1688,2026-05-21 21:38:38,homepage_visit,P161,B
14334,U8240,S22,2026-05-20 18:19:37,homepage_visit,P50,B
14335,U4909,S864,2026-05-18 16:42:27,homepage_visit,P160,A
14336,U15504,S2780,2026-05-20 02:44:38,homepage_visit,P109,A
14337,U22864,S1561,2026-05-22 12:34:05,homepage_visit,P43,B
14338,U7378,S383,2026-05-23 12:57:31,homepage_visit,P192,B
14339,U16352,S3527,2026-05-20 13:42:13,homepage_visit,P191,B
14340,U16143,S2771,2026-05-21 04:41:09,homepage_visit,P31,A
14341,U5177,S1356,2026-05-22 13:41:19,homepage_visit,P170,A
14342,U8489,S4938,2026-05-22 09:54:17,homepage_visit,P200,B
14343,U13240,S3362,2026-05-20 07:43:49,homepage_visit,P107,B
14344,U7882,S4739,2026-05-24 06:46:31,homepage_visit,P11,A
14345,U23134,S2438,2026-05-23 08:42:12,homepage_visit,P131,B
14346,U4620,S2166,2026-05-19 23:46:53,homepage_visit,P11,A
14347,U1313,S1014,2026-05-23 06:52:57,homepage_visit,P32,A
14348,U14797,S3572,2026-05-22 12:52:52,homepage_visit,P176,B
14349,U16392,S134,2026-05-23 08:19:41,homepage_visit,P57,A
14350,U3470,S1932,2026-05-20 01:00:13,homepage_visit,P45,A
14351,U22471,S852,2026-05-22 08:42:51,homepage_visit,P10,A
14352,U20726,S2049,2026-05-20 08:30:44,homepage_visit,P200,A
14353,U1461,S999,2026-05-21 10:15:39,homepage_visit,P139,B
14354,U16731,S320,2026-05-19 18:41:58,homepage_visit,P71,A
14355,U10657,S1775,2026-05-19 14:45:47,homepage_visit,P103,B
14356,U22143,S843,2026-05-21 21:21:47,homepage_visit,P11,B
14357,U9227,S2177,2026-05-23 13:02:20,homepage_visit,P105,A
14358,U24982,S1954,2026-05-18 22:40:08,homepage_visit,P104,B
14359,U5975,S1220,2026-05-20 02:58:59,homepage_visit,P154,A
14360,U10769,S601,2026-05-19 04:25:44,homepage_visit,P59,B
14361,U9899,S3955,2026-05-23 16:37:55,homepage_visit,P44,B
14362,U16527,S4224,2026-05-24 03:33:16,homepage_visit,P143,B
14363,U368,S4067,2026-05-24 05:06:01,homepage_visit,P72,A
14364,U21514,S639,2026-05-18 18:30:10,homepage_visit,P22,B
14365,U14871,S2475,2026-05-19 10:51:45,homepage_visit,P147,B
14366,U13421,S1021,2026-05-20 13:36:52,homepage_visit,P6,B
14367,U7840,S2058,2026-05-19 09:32:51,homepage_visit,P182,B
14368,U15235,S4598,2026-05-20 11:34:27,homepage_visit,P134,A
14369,U24543,S3088,2026-05-20 01:43:56,homepage_visit,P36,A
14370,U12304,S4324,2026-05-21 19:29:03,homepage_visit,P103,A
14371,U3761,S3170,2026-05-21 14:25:47,homepage_visit,P22,A
14372,U5078,S3408,2026-05-22 08:59:45,homepage_visit,P27,B
14373,U17215,S299,2026-05-18 23:24:29,homepage_visit,P90,A
14374,U13476,S196,2026-05-23 17:32:23,homepage_visit,P82,B
14375,U22900,S2566,2026-05-20 04:31:38,homepage_visit,P29,B
14376,U12627,S2618,2026-05-21 11:00:12,homepage_visit,P163,A
14377,U12932,S1961,2026-05-22 05:34:10,homepage_visit,P106,B
14378,U24188,S800,2026-05-19 14:41:21,homepage_visit,P121,A
14379,U22831,S3355,2026-05-20 12:57:00,homepage_visit,P80,B
14380,U23701,S200,2026-05-18 14:51:38,homepage_visit,P54,B
14381,U21706,S3679,2026-05-24 01:16:27,homepage_visit,P99,A
14382,U9975,S2855,2026-05-22 16:48:12,homepage_visit,P164,A
14383,U748,S1421,2026-05-24 01:42:10,homepage_visit,P174,B
14384,U10772,S4300,2026-05-20 03:25:24,homepage_visit,P169,A
14385,U22914,S2758,2026-05-24 10:58:54,homepage_visit,P196,A
14386,U5717,S3230,2026-05-19 23:03:07,homepage_visit,P31,A
14387,U5760,S3127,2026-05-20 18:30:40,homepage_visit,P47,A
14388,U286,S3554,2026-05-21 05:30:05,homepage_visit,P120,A
14389,U18476,S3227,2026-05-20 16:49:47,homepage_visit,P124,A
14390,U1361,S4740,2026-05-22 15:17:25,homepage_visit,P38,A
14391,U6682,S4144,2026-05-22 17:00:17,homepage_visit,P5,A
14392,U17602,S4384,2026-05-22 15:54:12,homepage_visit,P111,A
14393,U21117,S3842,2026-05-19 11:38:30,homepage_visit,P4,B
14394,U5310,S3719,2026-05-19 09:39:00,homepage_visit,P157,A
14395,U6593,S786,2026-05-20 20:37:42,homepage_visit,P96,B
14396,U7998,S1305,2026-05-22 09:06:45,homepage_visit,P66,A
14397,U18901,S3163,2026-05-19 04:28:36,homepage_visit,P185,A
14398,U3136,S2973,2026-05-23 14:56:31,homepage_visit,P92,A
14399,U1219,S1256,2026-05-23 03:39:13,homepage_visit,P133,A
14400,U19484,S2817,2026-05-23 07:13:07,homepage_visit,P82,A
14401,U1179,S1971,2026-05-22 16:34:58,homepage_visit,P27,A
14402,U11940,S1862,2026-05-19 22:31:56,homepage_visit,P101,B
14403,U19700,S3889,2026-05-21 03:15:30,homepage_visit,P199,A
14404,U16910,S2331,2026-05-22 08:47:04,homepage_visit,P94,A
14405,U20053,S1382,2026-05-23 14:54:26,homepage_visit,P66,B
14406,U7217,S4472,2026-05-21 21:22:08,homepage_visit,P155,B
14407,U22539,S1357,2026-05-22 05:42:07,homepage_visit,P111,B
14408,U20967,S2520,2026-05-21 04:40:30,homepage_visit,P103,A
14409,U22539,S1357,2026-05-18 16:08:05,homepage_visit,P160,A
14410,U24712,S1332,2026-05-21 13:07:44,homepage_visit,P199,A
14411,U3587,S1549,2026-05-18 18:32:39,homepage_visit,P90,B
14412,U20515,S490,2026-05-18 14:04:20,homepage_visit,P165,B
14413,U19824,S4247,2026-05-23 22:51:59,homepage_visit,P15,A
14414,U15077,S3241,2026-05-23 22:04:53,homepage_visit,P143,A
14415,U7742,S1688,2026-05-19 16:38:48,homepage_visit,P166,A
14416,U22548,S3629,2026-05-20 03:04:44,homepage_visit,P163,B
14417,U5998,S160,2026-05-19 07:45:10,homepage_visit,P197,B
14418,U15338,S3610,2026-05-18 13:38:51,homepage_visit,P30,A
14419,U21853,S3647,2026-05-20 06:18:45,homepage_visit,P159,A
14420,U13719,S1679,2026-05-22 09:37:17,homepage_visit,P162,A
14421,U21355,S1890,2026-05-19 01:05:21,homepage_visit,P129,B
14422,U4961,S136,2026-05-23 20:52:24,homepage_visit,P71,B
14423,U21731,S7,2026-05-23 23:46:08,homepage_visit,P6,A
14424,U20441,S893,2026-05-23 02:13:26,homepage_visit,P137,A
14425,U4961,S136,2026-05-18 20:23:57,homepage_visit,P131,A
14426,U3935,S2577,2026-05-21 20:51:10,homepage_visit,P163,B
14427,U19756,S2273,2026-05-21 08:20:01,homepage_visit,P92,B
14428,U7388,S1275,2026-05-21 17:41:36,homepage_visit,P107,B
14429,U23664,S1780,2026-05-22 22:19:09,homepage_visit,P79,B
14430,U17785,S768,2026-05-19 14:47:54,homepage_visit,P39,B
14431,U949,S4721,2026-05-21 08:33:48,homepage_visit,P86,A
14432,U4176,S250,2026-05-19 06:05:09,homepage_visit,P49,B
14433,U12307,S4022,2026-05-20 03:07:01,homepage_visit,P95,A
14434,U3497,S1404,2026-05-18 17:42:42,homepage_visit,P115,B
14435,U6506,S4844,2026-05-20 00:50:13,homepage_visit,P131,B
14436,U10130,S2143,2026-05-23 14:11:16,homepage_visit,P21,B
14437,U913,S936,2026-05-20 17:15:57,homepage_visit,P63,B
14438,U14387,S675,2026-05-23 23:19:27,homepage_visit,P122,A
14439,U24286,S1435,2026-05-21 00:22:06,homepage_visit,P197,B
14440,U3520,S4116,2026-05-22 08:58:10,homepage_visit,P116,B
14441,U15250,S2517,2026-05-21 09:51:35,homepage_visit,P178,B
14442,U2385,S4675,2026-05-23 01:57:31,homepage_visit,P115,A
14443,U9647,S4287,2026-05-24 04:54:45,homepage_visit,P20,A
14444,U8324,S2466,2026-05-22 01:00:58,homepage_visit,P66,B
14445,U8196,S3631,2026-05-24 06:50:51,homepage_visit,P95,B
14446,U19629,S1286,2026-05-18 19:21:52,homepage_visit,P4,A
14447,U6392,S2701,2026-05-19 18:47:42,homepage_visit,P54,B
14448,U24364,S2659,2026-05-23 18:11:22,homepage_visit,P38,A
14449,U13008,S4624,2026-05-19 09:04:12,homepage_visit,P112,B
14450,U13177,S4589,2026-05-23 07:24:01,homepage_visit,P17,A
14451,U10779,S2918,2026-05-21 08:36:43,homepage_visit,P130,A
14452,U12057,S32,2026-05-21 16:59:41,homepage_visit,P179,B
14453,U14259,S2619,2026-05-23 07:47:18,homepage_visit,P190,A
14454,U19875,S2111,2026-05-20 18:55:40,homepage_visit,P183,A
14455,U23431,S3601,2026-05-24 11:07:36,homepage_visit,P90,B
14456,U1459,S1183,2026-05-20 11:58:37,homepage_visit,P180,B
14457,U12983,S2534,2026-05-18 13:31:20,homepage_visit,P22,B
14458,U17683,S303,2026-05-20 05:51:31,homepage_visit,P28,A
14459,U6433,S4531,2026-05-23 04:33:39,homepage_visit,P169,A
14460,U9006,S467,2026-05-18 14:42:14,homepage_visit,P163,A
14461,U23249,S683,2026-05-24 02:24:06,homepage_visit,P90,A
14462,U11770,S2634,2026-05-20 02:51:05,homepage_visit,P44,A
14463,U860,S86,2026-05-19 22:37:51,homepage_visit,P75,B
14464,U12080,S3265,2026-05-20 06:55:12,homepage_visit,P41,A
14465,U1313,S1014,2026-05-20 14:57:10,homepage_visit,P23,A
14466,U2845,S2667,2026-05-21 13:17:42,homepage_visit,P70,B
14467,U5758,S2650,2026-05-21 05:43:19,homepage_visit,P162,A
14468,U19577,S2697,2026-05-18 22:29:08,homepage_visit,P145,B
14469,U11844,S780,2026-05-24 07:01:45,homepage_visit,P86,A
14470,U8480,S1476,2026-05-22 22:04:51,homepage_visit,P165,B
14471,U11348,S1310,2026-05-23 01:05:02,homepage_visit,P18,B
14472,U11397,S3733,2026-05-23 13:32:09,homepage_visit,P171,B
14473,U1045,S1710,2026-05-18 19:41:32,homepage_visit,P120,B
14474,U18717,S4219,2026-05-23 20:08:32,homepage_visit,P52,B
14475,U11237,S2256,2026-05-19 23:39:51,homepage_visit,P181,A
14476,U10389,S4058,2026-05-24 01:46:14,homepage_visit,P182,B
14477,U3775,S3541,2026-05-20 06:17:22,homepage_visit,P192,B
14478,U22391,S3493,2026-05-22 02:42:30,homepage_visit,P172,B
14479,U19048,S4645,2026-05-24 03:06:10,homepage_visit,P76,B
14480,U19731,S3938,2026-05-23 06:18:04,homepage_visit,P127,B
14481,U17984,S2705,2026-05-20 15:10:08,homepage_visit,P22,B
14482,U12213,S1370,2026-05-23 05:42:08,homepage_visit,P82,A
14483,U19310,S74,2026-05-24 01:32:43,homepage_visit,P9,B
14484,U9041,S1591,2026-05-18 21:39:09,homepage_visit,P78,A
14485,U21173,S83,2026-05-19 11:38:25,homepage_visit,P189,B
14486,U21662,S3785,2026-05-21 03:12:43,homepage_visit,P148,A
14487,U15723,S4132,2026-05-23 05:26:14,homepage_visit,P37,A
14488,U13967,S1411,2026-05-23 13:35:53,homepage_visit,P145,B
14489,U4188,S3819,2026-05-22 19:22:42,homepage_visit,P19,B
14490,U23395,S3534,2026-05-23 14:08:19,homepage_visit,P189,B
14491,U686,S4546,2026-05-19 01:11:18,homepage_visit,P15,B
14492,U5470,S1432,2026-05-22 14:07:37,homepage_visit,P6,B
14493,U21115,S1851,2026-05-23 00:09:41,homepage_visit,P133,A
14494,U13977,S2531,2026-05-24 00:19:46,homepage_visit,P33,A
14495,U1399,S1109,2026-05-20 19:21:01,homepage_visit,P136,A
14496,U19425,S3584,2026-05-20 21:13:35,homepage_visit,P55,A
14497,U4837,S527,2026-05-22 13:20:39,homepage_visit,P71,B
14498,U24661,S1402,2026-05-20 03:58:20,homepage_visit,P81,B
14499,U17670,S2349,2026-05-21 11:51:39,homepage_visit,P77,B
14500,U11314,S883,2026-05-22 16:52:48,homepage_visit,P53,A
14501,U6063,S4562,2026-05-23 01:42:31,homepage_visit,P33,A
14502,U24561,S732,2026-05-21 03:49:49,homepage_visit,P149,B
14503,U10775,S178,2026-05-21 17:28:49,homepage_visit,P126,A
14504,U10364,S2225,2026-05-19 06:46:05,homepage_visit,P147,A
14505,U23751,S4335,2026-05-23 17:39:39,homepage_visit,P115,B
14506,U3059,S2360,2026-05-21 20:56:39,homepage_visit,P121,B
14507,U17383,S3848,2026-05-21 10:35:45,homepage_visit,P36,B
14508,U22674,S1912,2026-05-22 05:56:45,homepage_visit,P32,B
14509,U7370,S3501,2026-05-20 03:11:07,homepage_visit,P13,B
14510,U11844,S780,2026-05-19 10:10:29,homepage_visit,P17,B
14511,U22606,S2235,2026-05-19 06:36:06,homepage_visit,P81,A
14512,U2170,S2148,2026-05-22 13:25:43,homepage_visit,P74,A
14513,U19373,S2673,2026-05-21 17:00:45,homepage_visit,P25,A
14514,U21430,S731,2026-05-20 22:46:33,homepage_visit,P161,A
14515,U6539,S3060,2026-05-22 02:38:19,homepage_visit,P158,A
14516,U1342,S1218,2026-05-23 12:33:26,homepage_visit,P66,A
14517,U12293,S1899,2026-05-20 00:42:04,homepage_visit,P193,B
14518,U23487,S1298,2026-05-20 17:01:54,homepage_visit,P199,A
14519,U17389,S223,2026-05-21 01:48:18,homepage_visit,P80,B
14520,U6518,S349,2026-05-19 00:10:36,homepage_visit,P159,B
14521,U9290,S1807,2026-05-19 14:52:57,homepage_visit,P10,B
14522,U6342,S3402,2026-05-23 23:26:25,homepage_visit,P102,A
14523,U355,S1990,2026-05-21 04:55:39,homepage_visit,P149,A
14524,U21115,S1851,2026-05-22 19:47:20,homepage_visit,P163,A
14525,U22439,S3098,2026-05-21 08:23:34,homepage_visit,P194,A
14526,U18806,S4021,2026-05-21 14:05:34,homepage_visit,P32,B
14527,U7933,S605,2026-05-21 17:56:51,homepage_visit,P6,A
14528,U167,S3274,2026-05-21 02:14:07,homepage_visit,P153,B
14529,U5853,S210,2026-05-24 02:13:21,homepage_visit,P91,A
14530,U11817,S1556,2026-05-22 13:41:30,homepage_visit,P27,A
14531,U18670,S1814,2026-05-18 17:17:40,homepage_visit,P128,B
14532,U9167,S617,2026-05-23 09:17:16,homepage_visit,P191,B
14533,U564,S4338,2026-05-22 19:51:11,homepage_visit,P119,B
14534,U1664,S4170,2026-05-21 10:10:21,homepage_visit,P15,B
14535,U4560,S3764,2026-05-22 10:31:26,homepage_visit,P8,A
14536,U5008,S476,2026-05-21 14:15:42,homepage_visit,P113,B
14537,U9041,S1591,2026-05-22 15:16:06,homepage_visit,P165,B
14538,U3937,S2588,2026-05-19 14:49:43,homepage_visit,P164,A
14539,U20833,S952,2026-05-20 18:50:46,homepage_visit,P36,B
14540,U24154,S4984,2026-05-21 21:20:46,homepage_visit,P36,B
14541,U8555,S2840,2026-05-18 23:03:30,homepage_visit,P9,B
14542,U15583,S1863,2026-05-23 22:24:44,homepage_visit,P199,B
14543,U18878,S93,2026-05-19 20:22:43,homepage_visit,P200,A
14544,U4270,S1236,2026-05-22 07:30:44,homepage_visit,P171,B
14545,U6679,S1013,2026-05-23 10:21:10,homepage_visit,P41,B
14546,U21933,S2040,2026-05-23 07:57:18,homepage_visit,P28,A
14547,U3749,S359,2026-05-23 02:38:25,homepage_visit,P61,B
14548,U17085,S1490,2026-05-22 17:38:05,homepage_visit,P55,A
14549,U4779,S234,2026-05-18 17:11:22,homepage_visit,P12,B
14550,U1966,S3270,2026-05-21 06:46:47,homepage_visit,P10,A
14551,U14634,S3770,2026-05-23 19:54:57,homepage_visit,P151,B
14552,U1313,S1014,2026-05-18 20:31:52,homepage_visit,P126,B
14553,U14003,S84,2026-05-23 07:07:51,homepage_visit,P65,A
14554,U22323,S70,2026-05-20 10:42:02,homepage_visit,P31,A
14555,U8289,S656,2026-05-18 23:44:50,homepage_visit,P60,A
14556,U5000,S1210,2026-05-18 14:45:55,homepage_visit,P97,A
14557,U6462,S526,2026-05-23 04:26:51,homepage_visit,P199,A
14558,U24504,S4659,2026-05-22 10:12:54,homepage_visit,P139,A
14559,U12582,S2060,2026-05-24 01:07:28,homepage_visit,P96,A
14560,U23965,S3990,2026-05-24 02:03:41,homepage_visit,P174,B
14561,U14430,S3254,2026-05-20 13:36:49,homepage_visit,P79,A
14562,U10598,S4372,2026-05-21 06:53:24,homepage_visit,P183,A
14563,U6476,S2575,2026-05-20 18:39:02,homepage_visit,P107,B
14564,U4349,S1958,2026-05-22 12:17:50,homepage_visit,P38,B
14565,U3428,S3354,2026-05-21 11:17:09,homepage_visit,P26,B
14566,U8910,S2461,2026-05-22 16:44:46,homepage_visit,P92,A
14567,U22697,S4626,2026-05-22 08:18:33,homepage_visit,P118,A
14568,U8146,S3409,2026-05-24 04:29:23,homepage_visit,P126,B
14569,U18997,S1835,2026-05-23 12:01:06,homepage_visit,P122,A
14570,U11414,S275,2026-05-23 06:27:15,homepage_visit,P196,B
14571,U20493,S307,2026-05-23 23:04:31,homepage_visit,P72,B
14572,U7410,S4932,2026-05-22 03:03:03,homepage_visit,P123,B
14573,U23282,S473,2026-05-18 22:36:08,homepage_visit,P25,A
14574,U18291,S4770,2026-05-19 00:02:51,homepage_visit,P180,A
14575,U13949,S876,2026-05-23 11:32:16,homepage_visit,P4,B
14576,U24588,S4633,2026-05-23 20:27:18,homepage_visit,P111,A
14577,U16355,S4004,2026-05-21 05:19:38,homepage_visit,P177,A
14578,U18311,S3487,2026-05-19 04:14:22,homepage_visit,P155,B
14579,U22895,S3005,2026-05-19 02:28:43,homepage_visit,P69,B
14580,U22174,S585,2026-05-20 20:35:39,homepage_visit,P199,B
14581,U24137,S4250,2026-05-23 07:00:21,homepage_visit,P179,A
14582,U10000,S3873,2026-05-19 15:19:52,homepage_visit,P176,A
14583,U17024,S3148,2026-05-22 09:57:00,homepage_visit,P64,B
14584,U13943,S4863,2026-05-20 22:53:58,homepage_visit,P4,A
14585,U9714,S429,2026-05-21 13:22:59,homepage_visit,P150,A
14586,U5615,S1136,2026-05-22 14:30:34,homepage_visit,P118,B
14587,U11229,S4959,2026-05-24 10:35:23,homepage_visit,P66,A
14588,U7349,S2208,2026-05-23 05:19:39,homepage_visit,P108,B
14589,U24234,S898,2026-05-22 12:36:08,homepage_visit,P66,A
14590,U1047,S417,2026-05-23 12:56:17,homepage_visit,P174,B
14591,U6830,S4631,2026-05-19 09:58:46,homepage_visit,P174,A
14592,U1672,S4385,2026-05-19 23:40:54,homepage_visit,P2,B
14593,U7428,S1744,2026-05-23 21:54:22,homepage_visit,P67,B
14594,U73,S1773,2026-05-20 08:01:44,homepage_visit,P37,A
14595,U7841,S1232,2026-05-18 11:37:31,homepage_visit,P88,A
14596,U22838,S52,2026-05-24 03:37:32,homepage_visit,P34,B
14597,U21123,S1248,2026-05-24 07:55:20,homepage_visit,P44,A
14598,U20595,S2343,2026-05-19 18:44:59,homepage_visit,P157,B
14599,U24930,S991,2026-05-19 20:29:53,homepage_visit,P131,B
14600,U7919,S54,2026-05-24 01:14:54,homepage_visit,P73,B
14601,U3248,S1859,2026-05-23 16:36:39,homepage_visit,P19,A
14602,U24527,S4257,2026-05-22 09:10:09,homepage_visit,P45,A
14603,U21777,S519,2026-05-20 08:12:10,homepage_visit,P157,B
14604,U9304,S3714,2026-05-21 11:50:21,homepage_visit,P176,B
14605,U22586,S1367,2026-05-22 05:22:56,homepage_visit,P104,A
14606,U3099,S1117,2026-05-21 14:09:39,homepage_visit,P156,B
14607,U16306,S2805,2026-05-19 08:27:44,homepage_visit,P12,B
14608,U10770,S3476,2026-05-22 06:17:14,homepage_visit,P27,B
14609,U6508,S111,2026-05-21 09:41:45,homepage_visit,P25,B
14610,U4382,S328,2026-05-22 20:12:37,homepage_visit,P179,B
14611,U6141,S2265,2026-05-18 19:23:23,homepage_visit,P28,A
14612,U18872,S3710,2026-05-22 01:45:19,homepage_visit,P142,B
14613,U16092,S1769,2026-05-18 20:33:08,homepage_visit,P184,B
14614,U12936,S1647,2026-05-21 17:26:52,homepage_visit,P20,A
14615,U6875,S2302,2026-05-19 04:06:31,homepage_visit,P75,A
14616,U9268,S1069,2026-05-21 11:35:30,homepage_visit,P163,A
14617,U13102,S1417,2026-05-19 14:16:01,homepage_visit,P114,A
14618,U8169,S2980,2026-05-20 01:38:59,homepage_visit,P196,B
14619,U4163,S4164,2026-05-22 02:32:10,homepage_visit,P3,B
14620,U10769,S601,2026-05-24 00:25:00,homepage_visit,P115,B
14621,U12455,S4966,2026-05-21 01:24:09,homepage_visit,P34,A
14622,U2690,S3886,2026-05-23 23:10:50,homepage_visit,P11,B
14623,U21447,S1573,2026-05-19 07:17:31,homepage_visit,P178,A
14624,U18344,S477,2026-05-19 16:30:39,homepage_visit,P52,B
14625,U19949,S698,2026-05-19 04:32:48,homepage_visit,P185,B
14626,U23946,S3496,2026-05-19 05:18:00,homepage_visit,P28,B
14627,U8174,S802,2026-05-23 01:52:50,homepage_visit,P74,B
14628,U20263,S394,2026-05-20 16:12:06,homepage_visit,P8,B
14629,U327,S2977,2026-05-23 21:00:54,homepage_visit,P15,B
14630,U14524,S3899,2026-05-23 13:48:18,homepage_visit,P130,B
14631,U12394,S50,2026-05-22 12:54:40,homepage_visit,P74,B
14632,U23282,S473,2026-05-20 07:10:30,homepage_visit,P159,A
14633,U20987,S2400,2026-05-23 09:00:07,homepage_visit,P106,B
14634,U9788,S596,2026-05-20 04:06:30,homepage_visit,P175,A
14635,U24448,S2479,2026-05-20 06:01:19,homepage_visit,P114,B
14636,U24653,S191,2026-05-24 06:38:32,homepage_visit,P132,A
14637,U23275,S3130,2026-05-23 03:24:54,homepage_visit,P150,B
14638,U1825,S413,2026-05-23 08:02:22,homepage_visit,P23,A
14639,U13664,S725,2026-05-23 08:32:45,homepage_visit,P100,A
14640,U8216,S1766,2026-05-20 06:24:54,homepage_visit,P121,A
14641,U13666,S2321,2026-05-19 08:11:06,homepage_visit,P135,B
14642,U8289,S656,2026-05-19 12:09:19,homepage_visit,P58,B
14643,U14144,S3905,2026-05-22 22:56:40,homepage_visit,P60,A
14644,U18456,S3763,2026-05-18 20:12:56,homepage_visit,P120,A
14645,U16548,S2026,2026-05-23 15:32:33,homepage_visit,P170,A
14646,U7085,S2554,2026-05-22 11:57:59,homepage_visit,P43,A
14647,U17864,S1539,2026-05-23 15:17:14,homepage_visit,P69,B
14648,U18429,S4200,2026-05-22 17:39:08,homepage_visit,P6,A
14649,U22513,S4242,2026-05-19 02:00:00,homepage_visit,P194,A
14650,U4837,S527,2026-05-18 14:21:43,homepage_visit,P38,B
14651,U23411,S3300,2026-05-20 09:17:01,homepage_visit,P194,A
14652,U551,S424,2026-05-24 02:31:54,homepage_visit,P180,B
14653,U5661,S4035,2026-05-21 18:34:19,homepage_visit,P128,B
14654,U13746,S1095,2026-05-18 23:44:51,homepage_visit,P117,B
14655,U7107,S3795,2026-05-19 07:15:11,homepage_visit,P120,B
14656,U4953,S494,2026-05-23 05:26:39,homepage_visit,P127,A
14657,U1465,S1299,2026-05-20 17:52:59,homepage_visit,P11,B
14658,U8174,S3106,2026-05-20 07:50:16,homepage_visit,P143,B
14659,U4744,S4588,2026-05-23 06:49:12,homepage_visit,P73,A
14660,U17059,S834,2026-05-22 08:43:18,homepage_visit,P90,A
14661,U1694,S1977,2026-05-23 03:47:34,homepage_visit,P136,B
14662,U4099,S3056,2026-05-21 05:06:39,homepage_visit,P108,B
14663,U21170,S3301,2026-05-19 13:14:49,homepage_visit,P39,A
14664,U8470,S4434,2026-05-24 03:08:01,homepage_visit,P76,B
14665,U5560,S3386,2026-05-24 09:50:29,homepage_visit,P153,B
14666,U20015,S870,2026-05-24 01:45:43,homepage_visit,P135,B
14667,U18817,S4459,2026-05-18 22:59:59,homepage_visit,P143,A
14668,U5796,S1083,2026-05-21 04:56:35,homepage_visit,P23,A
14669,U2621,S1743,2026-05-20 05:45:14,homepage_visit,P50,B
14670,U13147,S3634,2026-05-22 19:17:36,homepage_visit,P132,A
14671,U7259,S542,2026-05-23 16:49:21,homepage_visit,P63,B
14672,U14648,S4313,2026-05-20 08:05:30,homepage_visit,P173,A
14673,U17360,S1012,2026-05-19 08:19:28,homepage_visit,P173,B
14674,U24721,S2175,2026-05-23 18:02:39,homepage_visit,P159,A
14675,U2143,S2154,2026-05-22 01:51:59,homepage_visit,P21,A
14676,U11026,S3509,2026-05-23 09:11:12,homepage_visit,P146,B
14677,U24982,S1954,2026-05-22 08:31:06,homepage_visit,P179,A
14678,U13202,S3972,2026-05-18 18:37:46,homepage_visit,P104,B
14679,U7583,S4859,2026-05-22 05:05:03,homepage_visit,P32,B
14680,U13304,S2338,2026-05-21 00:11:36,homepage_visit,P175,B
14681,U11643,S112,2026-05-20 10:47:21,homepage_visit,P192,A
14682,U13420,S222,2026-05-20 06:05:41,homepage_visit,P124,B
14683,U12465,S2386,2026-05-24 05:01:07,homepage_visit,P16,B
14684,U10607,S2357,2026-05-20 06:24:18,homepage_visit,P114,B
