user_id,sign_up_date,gender,age_group,Country,city,acquisition_channel,customer_segment
U7993,2024-06-14,Prefer not to disclose,35-44,India,Kolkata,Email,Regular
U7994,2025-07-23,Prefer not to disclose,35-44,India,Lucknow,Direct,Premium
U7995,2024-09-29,Female,45+,India,Chennai,Facebook,Regular
U7996,2025-01-26,Female,45+,India,Mumbai,Organic,Occasional
U7997,2026-04-07,Male,35-44,India,Jaipur,Instagram,Premium
U7998,2025-07-17,Male,35-44,India,Noida,Google Ads,Premium
U7999,2025-03-02,Prefer not to disclose,25-34,India,Hyderabad,Direct,Premium
U8000,2025-10-31,Prefer not to disclose,25-34,India,Delhi,Email,Occasional
U8001,2026-02-11,Male,25-34,India,Hyderabad,Email,Regular
U8002,2025-06-29,Male,35-44,India,Jaipur,Email,Premium
U8003,2024-06-14,Female,45+,India,Mumbai,Facebook,Occasional
U8004,2025-04-28,Female,18-24,India,Lucknow,Facebook,Regular
U8005,2024-07-26,Prefer not to disclose,18-24,India,Jaipur,Google Ads,Regular
U8006,2025-06-09,Male,25-34,India,Lucknow,Direct,Premium
U8007,2024-10-20,Prefer not to disclose,45+,India,Noida,Organic,Premium
U8008,2025-04-15,Female,45+,India,Chennai,Facebook,Regular
U8009,2024-05-25,Female,45+,India,Hyderabad,Facebook,Premium
U8010,2024-10-03,Male,45+,India,Mumbai,Facebook,Regular
U8011,2025-06-21,Male,18-24,India,Lucknow,Direct,Regular
U8012,2026-02-18,Female,35-44,India,Mumbai,Email,Premium
U8013,2025-10-07,Female,35-44,India,Chennai,Facebook,Premium
U8014,2025-04-19,Male,25-34,India,Chennai,Email,Premium
U8015,2025-10-18,Prefer not to disclose,35-44,India,Bangalore,Direct,Premium
U8016,2025-12-12,Male,45+,India,Kolkata,Email,Regular
U8017,2025-08-06,Male,25-34,India,Delhi,Email,Premium
U8018,2025-05-14,Male,25-34,India,Mumbai,Email,Occasional
U8019,2024-09-12,Male,25-34,India,Mumbai,Google Ads,Premium
U8020,2026-01-28,Prefer not to disclose,18-24,India,Hyderabad,Google Ads,Occasional
U8021,2024-11-21,Prefer not to disclose,45+,India,Delhi,Email,Premium
U8022,2024-12-18,Prefer not to disclose,35-44,India,Hyderabad,Facebook,Regular
U8023,2025-05-29,Male,25-34,India,Delhi,Organic,Regular
U8024,2025-12-14,Female,18-24,India,Noida,Email,Regular
U8025,2024-08-06,Male,35-44,India,Chennai,Google Ads,Premium
U8026,2025-05-03,Male,18-24,India,Hyderabad,Instagram,Regular
U8027,2024-08-04,Female,35-44,India,Hyderabad,Direct,Premium
U8028,2025-11-23,Male,45+,India,Lucknow,Instagram,Regular
U8029,2025-12-21,Male,45+,India,Chennai,Email,Occasional
U8030,2025-01-28,Prefer not to disclose,18-24,India,Bangalore,Google Ads,Occasional
U8031,2024-09-07,Female,35-44,India,Lucknow,Organic,Occasional
U8032,2024-06-27,Female,35-44,India,Bangalore,Google Ads,Regular
U8033,2024-10-11,Male,18-24,India,Pune,Organic,Premium
U8034,2026-01-31,Female,18-24,India,Bangalore,Instagram,Occasional
U8035,2026-03-29,Female,18-24,India,Lucknow,Email,Regular
U8036,2025-03-31,Prefer not to disclose,35-44,India,Lucknow,Email,Regular
U8037,2026-05-13,Female,35-44,India,Mumbai,Facebook,Premium
U8038,2026-02-09,Female,25-34,India,Mumbai,Email,Premium
U8039,2025-07-21,Prefer not to disclose,45+,India,Hyderabad,Email,Occasional
U8040,2026-02-11,Male,25-34,India,Kolkata,Organic,Regular
U8041,2026-03-28,Female,25-34,India,Noida,Email,Premium
U8042,2025-07-13,Female,25-34,India,Bangalore,Direct,Premium
U8043,2025-03-07,Prefer not to disclose,45+,India,Mumbai,Email,Occasional
U8044,2025-03-02,Male,18-24,India,Jaipur,Email,Regular
U8045,2025-11-25,Prefer not to disclose,18-24,India,Chennai,Organic,Premium
U8046,2024-06-03,Prefer not to disclose,25-34,India,Delhi,Organic,Regular
U8047,2025-03-06,Male,25-34,India,Lucknow,Direct,Regular
U8048,2024-10-25,Female,35-44,India,Lucknow,Instagram,Regular
U8049,2025-05-22,Female,18-24,India,Kolkata,Direct,Regular
U8050,2024-10-31,Prefer not to disclose,25-34,India,Bangalore,Organic,Premium
U8051,2025-12-15,Female,18-24,India,Pune,Email,Premium
U8052,2025-11-17,Female,35-44,India,Noida,Facebook,Regular
U8053,2024-12-29,Prefer not to disclose,25-34,India,Chennai,Direct,Premium
U8054,2025-04-21,Prefer not to disclose,25-34,India,Delhi,Google Ads,Occasional
U8055,2024-09-05,Female,45+,India,Chennai,Instagram,Occasional
U8056,2025-03-21,Female,25-34,India,Pune,Facebook,Regular
U8057,2024-08-10,Prefer not to disclose,45+,India,Chennai,Facebook,Premium
U8058,2026-01-02,Prefer not to disclose,45+,India,Noida,Instagram,Occasional
U8059,2025-05-19,Male,25-34,India,Chennai,Email,Premium
U8060,2025-11-27,Female,18-24,India,Kolkata,Organic,Regular
U8061,2026-02-11,Prefer not to disclose,35-44,India,Noida,Facebook,Occasional
U8062,2025-06-05,Prefer not to disclose,35-44,India,Chennai,Direct,Occasional
U8063,2025-07-22,Prefer not to disclose,25-34,India,Bangalore,Facebook,Premium
U8064,2026-03-03,Prefer not to disclose,25-34,India,Chennai,Instagram,Premium
U8065,2024-11-25,Prefer not to disclose,18-24,India,Mumbai,Instagram,Occasional
U8066,2025-02-22,Female,25-34,India,Chennai,Instagram,Premium
U8067,2025-04-26,Prefer not to disclose,35-44,India,Noida,Instagram,Regular
U8068,2025-04-05,Female,35-44,India,Lucknow,Organic,Premium
U8069,2024-10-02,Male,25-34,India,Noida,Direct,Premium
U8070,2025-05-27,Male,35-44,India,Pune,Email,Premium
U8071,2025-07-11,Prefer not to disclose,18-24,India,Hyderabad,Email,Regular
U8072,2025-11-11,Female,25-34,India,Kolkata,Google Ads,Regular
U8073,2026-02-26,Male,25-34,India,Mumbai,Direct,Occasional
U8074,2025-02-25,Prefer not to disclose,35-44,India,Bangalore,Facebook,Occasional
U8075,2025-08-23,Male,45+,India,Delhi,Instagram,Premium
U8076,2025-07-25,Prefer not to disclose,18-24,India,Pune,Google Ads,Premium
U8077,2024-11-19,Prefer not to disclose,18-24,India,Chennai,Direct,Regular
U8078,2024-12-24,Female,18-24,India,Kolkata,Google Ads,Occasional
U8079,2026-03-03,Prefer not to disclose,18-24,India,Noida,Google Ads,Regular
U8080,2026-01-09,Female,45+,India,Kolkata,Facebook,Occasional
U8081,2025-12-14,Prefer not to disclose,25-34,India,Delhi,Direct,Occasional
U8082,2026-04-19,Male,45+,India,Noida,Instagram,Premium
U8083,2024-10-03,Prefer not to disclose,25-34,India,Pune,Instagram,Regular
U8084,2025-06-28,Female,35-44,India,Hyderabad,Direct,Regular
U8085,2025-10-28,Prefer not to disclose,25-34,India,Hyderabad,Instagram,Regular
U8086,2025-08-30,Female,35-44,India,Chennai,Email,Premium
U8087,2025-06-17,Female,18-24,India,Kolkata,Organic,Occasional
U8088,2025-01-15,Prefer not to disclose,18-24,India,Bangalore,Google Ads,Occasional
U8089,2024-11-27,Prefer not to disclose,45+,India,Bangalore,Email,Occasional
U8090,2024-11-24,Female,45+,India,Delhi,Instagram,Premium
U8091,2024-12-23,Male,18-24,India,Noida,Organic,Premium
U8092,2024-09-25,Female,18-24,India,Bangalore,Email,Premium
U8093,2026-01-23,Female,25-34,India,Lucknow,Google Ads,Regular
U8094,2025-08-14,Male,18-24,India,Pune,Google Ads,Occasional
U8095,2025-08-03,Prefer not to disclose,35-44,India,Lucknow,Instagram,Occasional
U8096,2025-03-23,Prefer not to disclose,18-24,India,Jaipur,Email,Regular
U8097,2026-03-15,Male,45+,India,Chennai,Instagram,Regular
U8098,2025-08-01,Prefer not to disclose,45+,India,Bangalore,Instagram,Occasional
U8099,2025-04-09,Prefer not to disclose,25-34,India,Noida,Organic,Regular
U8100,2026-01-24,Male,18-24,India,Pune,Google Ads,Premium
U8101,2026-04-14,Prefer not to disclose,35-44,India,Pune,Organic,Premium
U8102,2025-12-02,Prefer not to disclose,45+,India,Delhi,Organic,Occasional
U8103,2025-06-20,Prefer not to disclose,25-34,India,Jaipur,Facebook,Occasional
U8104,2024-12-13,Female,25-34,India,Hyderabad,Instagram,Premium
U8105,2025-10-16,Prefer not to disclose,35-44,India,Jaipur,Facebook,Occasional
U8106,2025-07-27,Female,35-44,India,Noida,Direct,Occasional
U8107,2025-03-22,Male,45+,India,Kolkata,Direct,Regular
U8108,2026-04-18,Prefer not to disclose,45+,India,Chennai,Organic,Premium
U8109,2024-12-26,Female,25-34,India,Jaipur,Email,Premium
U8110,2025-09-01,Prefer not to disclose,35-44,India,Kolkata,Email,Regular
U8111,2024-06-03,Male,25-34,India,Bangalore,Email,Premium
U8112,2026-05-07,Male,18-24,India,Noida,Instagram,Regular
U8113,2025-03-06,Female,18-24,India,Kolkata,Direct,Regular
U8114,2025-05-11,Male,45+,India,Noida,Email,Occasional
U8115,2024-08-09,Male,18-24,India,Noida,Instagram,Premium
U8116,2025-02-17,Female,25-34,India,Jaipur,Email,Occasional
U8117,2025-08-24,Female,25-34,India,Bangalore,Instagram,Occasional
U8118,2026-05-03,Female,25-34,India,Kolkata,Direct,Occasional
U8119,2025-12-20,Prefer not to disclose,18-24,India,Delhi,Instagram,Occasional
U8120,2024-08-10,Male,35-44,India,Bangalore,Facebook,Premium
U8121,2026-03-23,Female,25-34,India,Hyderabad,Direct,Premium
U8122,2024-09-20,Prefer not to disclose,18-24,India,Jaipur,Email,Regular
U8123,2025-04-13,Female,45+,India,Mumbai,Email,Regular
U8124,2025-10-14,Male,35-44,India,Chennai,Instagram,Occasional
U8125,2025-10-02,Male,18-24,India,Lucknow,Direct,Regular
U8126,2024-08-22,Prefer not to disclose,25-34,India,Pune,Organic,Regular
U8127,2025-10-26,Male,45+,India,Pune,Email,Regular
U8128,2024-12-15,Female,35-44,India,Kolkata,Organic,Regular
U8129,2025-04-13,Male,45+,India,Lucknow,Email,Occasional
U8130,2025-05-08,Female,35-44,India,Kolkata,Direct,Premium
U8131,2025-01-31,Male,35-44,India,Hyderabad,Google Ads,Regular
U8132,2025-02-08,Prefer not to disclose,35-44,India,Bangalore,Facebook,Occasional
U8133,2024-10-07,Prefer not to disclose,25-34,India,Lucknow,Facebook,Occasional
U8134,2024-06-06,Male,25-34,India,Kolkata,Google Ads,Regular
U8135,2024-06-28,Female,35-44,India,Hyderabad,Email,Occasional
U8136,2025-12-05,Female,25-34,India,Pune,Facebook,Premium
U8137,2025-01-06,Female,25-34,India,Bangalore,Organic,Regular
U8138,2025-10-01,Male,35-44,India,Lucknow,Google Ads,Regular
U8139,2025-04-14,Female,18-24,India,Pune,Organic,Occasional
U8140,2025-09-12,Prefer not to disclose,25-34,India,Mumbai,Direct,Premium
U8141,2025-05-02,Prefer not to disclose,25-34,India,Chennai,Direct,Occasional
U8142,2025-11-13,Male,45+,India,Lucknow,Facebook,Premium
U8143,2024-05-26,Prefer not to disclose,45+,India,Chennai,Organic,Occasional
U8144,2025-09-24,Male,18-24,India,Hyderabad,Instagram,Premium
U8145,2024-07-15,Prefer not to disclose,45+,India,Noida,Facebook,Premium
U8146,2024-12-26,Female,35-44,India,Kolkata,Facebook,Premium
U8147,2024-12-14,Female,25-34,India,Lucknow,Email,Regular
U8148,2024-10-02,Prefer not to disclose,18-24,India,Chennai,Google Ads,Regular
U8149,2025-05-03,Female,25-34,India,Hyderabad,Email,Regular
U8150,2025-07-18,Prefer not to disclose,18-24,India,Jaipur,Facebook,Occasional
U8151,2024-08-27,Female,25-34,India,Jaipur,Facebook,Occasional
U8152,2025-06-09,Prefer not to disclose,45+,India,Chennai,Organic,Premium
U8153,2025-08-08,Prefer not to disclose,25-34,India,Jaipur,Facebook,Occasional
U8154,2025-04-20,Prefer not to disclose,35-44,India,Noida,Google Ads,Premium
U8155,2025-09-11,Female,35-44,India,Pune,Email,Occasional
U8156,2026-01-12,Female,35-44,India,Delhi,Email,Premium
U8157,2025-11-01,Prefer not to disclose,18-24,India,Hyderabad,Email,Premium
U8158,2024-10-28,Female,35-44,India,Chennai,Facebook,Premium
U8159,2024-11-08,Female,35-44,India,Delhi,Email,Occasional
U8160,2026-04-08,Male,45+,India,Chennai,Organic,Regular
U8161,2025-09-01,Male,18-24,India,Hyderabad,Email,Premium
U8162,2025-03-12,Female,35-44,India,Noida,Email,Occasional
U8163,2026-04-05,Prefer not to disclose,18-24,India,Kolkata,Facebook,Regular
U8164,2025-09-30,Male,35-44,India,Hyderabad,Email,Premium
U8165,2024-09-10,Female,35-44,India,Jaipur,Organic,Occasional
U8166,2024-09-20,Male,45+,India,Mumbai,Direct,Occasional
U8167,2024-12-07,Female,25-34,India,Noida,Direct,Regular
U8168,2025-10-01,Male,45+,India,Delhi,Email,Premium
U8169,2026-03-17,Female,18-24,India,Lucknow,Facebook,Occasional
U8170,2025-07-29,Male,35-44,India,Kolkata,Direct,Occasional
U8171,2024-10-08,Male,25-34,India,Noida,Direct,Occasional
U8172,2024-07-24,Male,35-44,India,Delhi,Facebook,Premium
U8173,2025-05-23,Male,18-24,India,Lucknow,Email,Premium
U8174,2026-03-09,Male,35-44,India,Hyderabad,Facebook,Premium
U8175,2026-02-07,Male,45+,India,Chennai,Email,Premium
U8176,2024-07-03,Male,35-44,India,Hyderabad,Organic,Regular
U8177,2026-03-28,Prefer not to disclose,35-44,India,Mumbai,Email,Premium
U8178,2024-09-21,Female,35-44,India,Noida,Instagram,Occasional
U8179,2025-07-03,Prefer not to disclose,45+,India,Delhi,Direct,Premium
U8180,2024-06-08,Male,35-44,India,Hyderabad,Facebook,Premium
U8181,2025-01-08,Prefer not to disclose,35-44,India,Delhi,Instagram,Regular
U8182,2025-06-05,Female,18-24,India,Delhi,Facebook,Premium
U8183,2025-06-15,Prefer not to disclose,45+,India,Chennai,Email,Regular
U8184,2025-12-19,Prefer not to disclose,35-44,India,Jaipur,Direct,Occasional
U8185,2026-03-28,Male,35-44,India,Chennai,Instagram,Regular
U8186,2026-01-17,Prefer not to disclose,35-44,India,Chennai,Email,Occasional
U8187,2024-12-02,Male,25-34,India,Noida,Google Ads,Premium
U8188,2025-03-20,Female,18-24,India,Mumbai,Direct,Premium
U8189,2024-09-21,Female,25-34,India,Hyderabad,Email,Occasional
U8190,2024-08-01,Female,25-34,India,Pune,Google Ads,Regular
U8191,2024-08-17,Male,35-44,India,Pune,Email,Occasional
U8192,2026-01-13,Female,45+,India,Mumbai,Facebook,Regular
U8193,2025-01-27,Male,18-24,India,Chennai,Direct,Regular
U8194,2026-01-17,Prefer not to disclose,45+,India,Delhi,Google Ads,Occasional
U8195,2025-12-08,Female,35-44,India,Hyderabad,Google Ads,Occasional
U8196,2024-06-08,Female,45+,India,Jaipur,Organic,Regular
U8197,2025-12-05,Female,45+,India,Kolkata,Google Ads,Premium
U8198,2024-10-08,Prefer not to disclose,18-24,India,Chennai,Facebook,Premium
U8199,2024-12-10,Prefer not to disclose,35-44,India,Delhi,Organic,Regular
U8200,2025-10-09,Female,35-44,India,Jaipur,Google Ads,Occasional
U8201,2024-12-08,Female,18-24,India,Noida,Google Ads,Regular
U8202,2024-08-25,Female,45+,India,Delhi,Facebook,Premium
U8203,2024-12-17,Prefer not to disclose,25-34,India,Bangalore,Instagram,Regular
U8204,2025-09-08,Prefer not to disclose,45+,India,Bangalore,Instagram,Regular
U8205,2025-05-26,Female,25-34,India,Jaipur,Facebook,Occasional
U8206,2025-07-03,Prefer not to disclose,35-44,India,Mumbai,Instagram,Premium
U8207,2024-11-19,Female,18-24,India,Bangalore,Email,Occasional
U8208,2024-07-19,Male,45+,India,Hyderabad,Organic,Premium
U8209,2025-09-03,Prefer not to disclose,25-34,India,Pune,Email,Premium
U8210,2025-03-02,Male,18-24,India,Lucknow,Facebook,Occasional
U8211,2025-12-26,Female,18-24,India,Hyderabad,Instagram,Premium
U8212,2025-03-31,Male,25-34,India,Noida,Organic,Occasional
U8213,2024-12-08,Prefer not to disclose,45+,India,Kolkata,Organic,Premium
U8214,2025-01-11,Female,18-24,India,Bangalore,Facebook,Regular
U8215,2026-04-25,Female,25-34,India,Kolkata,Direct,Premium
U8216,2025-01-16,Prefer not to disclose,25-34,India,Noida,Email,Regular
U8217,2025-08-31,Prefer not to disclose,45+,India,Hyderabad,Direct,Premium
U8218,2024-09-28,Male,35-44,India,Jaipur,Email,Occasional
U8219,2025-10-06,Prefer not to disclose,35-44,India,Pune,Instagram,Regular
U8220,2025-06-11,Male,35-44,India,Delhi,Instagram,Occasional
U8221,2025-12-17,Male,25-34,India,Hyderabad,Direct,Regular
U8222,2025-09-04,Female,18-24,India,Hyderabad,Direct,Regular
U8223,2024-05-27,Prefer not to disclose,18-24,India,Jaipur,Email,Occasional
U8224,2024-12-13,Male,18-24,India,Noida,Organic,Occasional
U8225,2026-04-29,Male,35-44,India,Hyderabad,Email,Premium
U8226,2025-01-02,Female,25-34,India,Delhi,Google Ads,Regular
U8227,2025-06-25,Female,45+,India,Kolkata,Facebook,Premium
U8228,2026-04-21,Male,35-44,India,Delhi,Facebook,Regular
U8229,2025-10-02,Male,25-34,India,Mumbai,Organic,Regular
U8230,2026-01-07,Female,25-34,India,Delhi,Instagram,Occasional
U8231,2025-09-10,Female,18-24,India,Hyderabad,Instagram,Regular
U8232,2025-09-17,Male,35-44,India,Bangalore,Instagram,Premium
U8233,2025-01-29,Prefer not to disclose,18-24,India,Bangalore,Instagram,Occasional
U8234,2024-09-18,Female,35-44,India,Chennai,Instagram,Occasional
U8235,2025-04-06,Male,45+,India,Mumbai,Email,Regular
U8236,2026-02-26,Prefer not to disclose,25-34,India,Bangalore,Facebook,Premium
U8237,2026-03-11,Male,25-34,India,Delhi,Google Ads,Occasional
U8238,2025-06-03,Prefer not to disclose,25-34,India,Noida,Organic,Occasional
U8239,2026-03-14,Prefer not to disclose,45+,India,Noida,Organic,Premium
U8240,2025-02-07,Prefer not to disclose,45+,India,Lucknow,Google Ads,Regular
U8241,2024-07-26,Prefer not to disclose,35-44,India,Jaipur,Direct,Occasional
U8242,2026-03-05,Female,18-24,India,Delhi,Instagram,Premium
U8243,2025-11-21,Prefer not to disclose,25-34,India,Noida,Google Ads,Regular
U8244,2025-03-17,Female,18-24,India,Mumbai,Direct,Regular
U8245,2025-10-31,Male,35-44,India,Mumbai,Google Ads,Occasional
U8246,2025-09-20,Prefer not to disclose,45+,India,Kolkata,Organic,Regular
U8247,2025-12-27,Male,25-34,India,Mumbai,Instagram,Regular
U8248,2025-12-29,Male,18-24,India,Mumbai,Email,Occasional
U8249,2024-06-14,Male,25-34,India,Bangalore,Facebook,Occasional
U8250,2024-11-21,Male,35-44,India,Bangalore,Facebook,Occasional
U8251,2024-10-11,Prefer not to disclose,45+,India,Delhi,Direct,Regular
U8252,2024-10-26,Prefer not to disclose,18-24,India,Lucknow,Facebook,Occasional
U8253,2024-06-06,Female,35-44,India,Delhi,Instagram,Occasional
U8254,2026-01-20,Male,25-34,India,Kolkata,Google Ads,Regular
U8255,2024-09-23,Male,25-34,India,Jaipur,Instagram,Regular
U8256,2025-12-17,Prefer not to disclose,35-44,India,Hyderabad,Instagram,Premium
U8257,2025-06-28,Female,25-34,India,Mumbai,Google Ads,Premium
U8258,2024-08-20,Male,18-24,India,Jaipur,Direct,Premium
U8259,2026-01-03,Male,45+,India,Bangalore,Google Ads,Premium
U8260,2024-12-22,Female,35-44,India,Bangalore,Organic,Premium
U8261,2026-04-30,Prefer not to disclose,18-24,India,Hyderabad,Instagram,Occasional
U8262,2025-11-20,Female,45+,India,Mumbai,Organic,Premium
U8263,2025-11-18,Male,25-34,India,Kolkata,Facebook,Regular
U8264,2024-06-09,Female,35-44,India,Jaipur,Email,Premium
U8265,2025-02-11,Male,35-44,India,Jaipur,Email,Regular
U8266,2025-11-19,Male,25-34,India,Delhi,Google Ads,Premium
U8267,2024-07-04,Prefer not to disclose,25-34,India,Hyderabad,Facebook,Regular
U8268,2024-06-20,Prefer not to disclose,35-44,India,Kolkata,Direct,Occasional
U8269,2024-08-21,Prefer not to disclose,35-44,India,Kolkata,Google Ads,Premium
U8270,2025-02-18,Prefer not to disclose,45+,India,Bangalore,Email,Occasional
U8271,2025-06-18,Prefer not to disclose,45+,India,Noida,Direct,Occasional
U8272,2024-10-15,Female,25-34,India,Lucknow,Instagram,Occasional
U8273,2024-09-29,Female,25-34,India,Bangalore,Google Ads,Occasional
U8274,2025-10-14,Female,25-34,India,Noida,Google Ads,Regular
U8275,2026-02-18,Female,45+,India,Noida,Organic,Occasional
U8276,2024-12-03,Female,25-34,India,Chennai,Facebook,Premium
U8277,2026-04-17,Female,25-34,India,Hyderabad,Facebook,Regular
U8278,2026-02-05,Prefer not to disclose,25-34,India,Pune,Organic,Regular
U8279,2025-03-10,Prefer not to disclose,35-44,India,Bangalore,Google Ads,Occasional
U8280,2026-05-21,Female,18-24,India,Delhi,Email,Premium
U8281,2026-04-24,Male,18-24,India,Jaipur,Direct,Occasional
U8282,2025-03-09,Male,35-44,India,Jaipur,Email,Premium
U8283,2026-03-23,Male,35-44,India,Lucknow,Google Ads,Premium
U8284,2025-03-31,Male,35-44,India,Lucknow,Facebook,Regular
U8285,2024-11-11,Prefer not to disclose,18-24,India,Noida,Direct,Regular
U8286,2026-05-12,Female,45+,India,Pune,Instagram,Premium
U8287,2025-06-13,Prefer not to disclose,18-24,India,Mumbai,Organic,Regular
U8288,2025-09-01,Prefer not to disclose,45+,India,Kolkata,Direct,Premium
U8289,2026-03-04,Prefer not to disclose,18-24,India,Kolkata,Google Ads,Premium
U8290,2025-05-05,Female,45+,India,Mumbai,Facebook,Occasional
U8291,2024-06-18,Female,45+,India,Mumbai,Google Ads,Premium
U8292,2025-11-25,Female,25-34,India,Noida,Email,Regular
U8293,2025-01-10,Male,18-24,India,Hyderabad,Email,Premium
U8294,2024-09-05,Male,18-24,India,Jaipur,Google Ads,Regular
U8295,2026-01-31,Male,45+,India,Pune,Google Ads,Premium
U8296,2025-10-27,Female,35-44,India,Bangalore,Direct,Premium
U8297,2026-03-04,Male,35-44,India,Delhi,Google Ads,Regular
U8298,2025-07-06,Male,18-24,India,Mumbai,Instagram,Occasional
U8299,2026-03-07,Prefer not to disclose,18-24,India,Mumbai,Organic,Occasional
U8300,2025-07-09,Prefer not to disclose,25-34,India,Pune,Google Ads,Premium
U8301,2026-02-26,Female,25-34,India,Mumbai,Instagram,Premium
U8302,2025-11-15,Prefer not to disclose,18-24,India,Mumbai,Google Ads,Regular
U8303,2026-01-27,Female,35-44,India,Jaipur,Direct,Occasional
U8304,2025-05-11,Prefer not to disclose,18-24,India,Jaipur,Direct,Regular
U8305,2024-09-13,Male,25-34,India,Delhi,Email,Occasional
U8306,2026-01-04,Male,18-24,India,Chennai,Direct,Occasional
U8307,2026-03-01,Male,18-24,India,Mumbai,Google Ads,Premium
U8308,2025-05-27,Prefer not to disclose,45+,India,Bangalore,Google Ads,Premium
U8309,2025-04-25,Prefer not to disclose,18-24,India,Bangalore,Organic,Occasional
U8310,2024-11-12,Prefer not to disclose,35-44,India,Mumbai,Direct,Premium
U8311,2025-08-18,Female,45+,India,Hyderabad,Direct,Premium
U8312,2025-07-24,Prefer not to disclose,25-34,India,Kolkata,Google Ads,Premium
U8313,2026-03-02,Prefer not to disclose,35-44,India,Noida,Google Ads,Regular
U8314,2025-01-09,Female,25-34,India,Bangalore,Instagram,Premium
U8315,2025-09-01,Prefer not to disclose,18-24,India,Chennai,Email,Occasional
U8316,2026-04-07,Prefer not to disclose,18-24,India,Lucknow,Instagram,Occasional
U8317,2024-12-26,Male,25-34,India,Kolkata,Google Ads,Premium
U8318,2025-07-09,Female,45+,India,Mumbai,Email,Regular
U8319,2025-09-14,Female,35-44,India,Jaipur,Organic,Regular
U8320,2025-12-28,Female,18-24,India,Mumbai,Instagram,Occasional
U8321,2025-07-17,Prefer not to disclose,18-24,India,Noida,Organic,Regular
U8322,2025-08-14,Female,35-44,India,Chennai,Email,Occasional
U8323,2025-06-16,Prefer not to disclose,35-44,India,Pune,Organic,Regular
U8324,2025-10-10,Prefer not to disclose,18-24,India,Lucknow,Google Ads,Premium
U8325,2026-03-01,Female,25-34,India,Hyderabad,Facebook,Regular
U8326,2025-11-10,Female,45+,India,Pune,Google Ads,Premium
U8327,2025-03-24,Prefer not to disclose,25-34,India,Lucknow,Email,Occasional
U8328,2026-01-02,Prefer not to disclose,18-24,India,Delhi,Google Ads,Regular
U8329,2025-01-23,Male,35-44,India,Bangalore,Instagram,Regular
U8330,2026-04-12,Male,35-44,India,Noida,Google Ads,Premium
U8331,2025-01-22,Male,35-44,India,Hyderabad,Organic,Premium
U8332,2025-12-15,Male,25-34,India,Lucknow,Google Ads,Premium
U8333,2025-01-03,Male,18-24,India,Jaipur,Organic,Premium
U8334,2025-01-29,Female,25-34,India,Lucknow,Facebook,Occasional
U8335,2025-08-24,Prefer not to disclose,35-44,India,Hyderabad,Google Ads,Occasional
U8336,2026-01-23,Prefer not to disclose,25-34,India,Hyderabad,Organic,Occasional
U8337,2026-05-23,Prefer not to disclose,35-44,India,Noida,Facebook,Regular
U8338,2026-03-26,Male,35-44,India,Mumbai,Google Ads,Regular
U8339,2024-08-13,Male,45+,India,Bangalore,Direct,Regular
U8340,2024-09-27,Female,35-44,India,Delhi,Facebook,Regular
U8341,2026-01-17,Prefer not to disclose,25-34,India,Kolkata,Instagram,Regular
U8342,2025-10-27,Male,35-44,India,Hyderabad,Instagram,Occasional
U8343,2025-09-04,Prefer not to disclose,25-34,India,Mumbai,Facebook,Regular
U8344,2024-06-23,Female,45+,India,Hyderabad,Email,Occasional
U8345,2024-11-30,Female,35-44,India,Pune,Facebook,Premium
U8346,2025-06-07,Prefer not to disclose,25-34,India,Hyderabad,Organic,Regular
U8347,2025-02-22,Female,45+,India,Noida,Facebook,Premium
U8348,2024-10-24,Male,18-24,India,Pune,Google Ads,Occasional
U8349,2025-12-15,Male,35-44,India,Pune,Email,Occasional
U8350,2024-10-21,Female,25-34,India,Delhi,Facebook,Premium
U8351,2024-07-05,Female,25-34,India,Chennai,Instagram,Occasional
U8352,2024-09-07,Male,45+,India,Bangalore,Direct,Premium
U8353,2025-01-22,Female,35-44,India,Mumbai,Email,Premium
U8354,2024-11-10,Male,18-24,India,Noida,Email,Regular
U8355,2025-01-10,Male,25-34,India,Mumbai,Organic,Premium
U8356,2024-09-02,Male,35-44,India,Hyderabad,Direct,Premium
U8357,2025-04-08,Prefer not to disclose,25-34,India,Delhi,Instagram,Occasional
U8358,2024-09-19,Male,25-34,India,Pune,Google Ads,Regular
U8359,2024-10-20,Male,25-34,India,Bangalore,Organic,Premium
U8360,2026-04-14,Female,35-44,India,Jaipur,Email,Occasional
U8361,2024-10-15,Male,35-44,India,Hyderabad,Instagram,Regular
U8362,2024-08-12,Female,45+,India,Lucknow,Instagram,Occasional
U8363,2024-11-29,Male,35-44,India,Lucknow,Google Ads,Occasional
U8364,2024-07-23,Female,25-34,India,Noida,Direct,Occasional
U8365,2024-07-08,Prefer not to disclose,45+,India,Noida,Instagram,Regular
U8366,2025-05-26,Female,35-44,India,Bangalore,Instagram,Premium
U8367,2026-01-30,Male,45+,India,Hyderabad,Instagram,Premium
U8368,2025-06-18,Male,25-34,India,Jaipur,Google Ads,Premium
U8369,2025-04-03,Female,45+,India,Kolkata,Instagram,Occasional
U8370,2025-03-09,Female,45+,India,Noida,Google Ads,Occasional
U8371,2025-07-16,Male,35-44,India,Hyderabad,Organic,Occasional
U8372,2025-07-16,Prefer not to disclose,35-44,India,Mumbai,Email,Regular
U8373,2026-05-18,Male,25-34,India,Chennai,Organic,Regular
U8374,2025-08-27,Female,25-34,India,Kolkata,Direct,Regular
