order_id,user_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,tax_amount,gross_revenue,net_revenue,payment_method,order_status
O33611,U4211,P72,2026-05-20 17:30:16,2,5703.49,273.09,56.62,2004.1,11406.98,11133.89,Wallet,Completed
O33612,U13906,P139,2026-05-20 20:01:29,4,8566.93,3545.12,192.27,5530.07,34267.72,30722.600000000002,Debit Card,Completed
O33613,U13969,P118,2026-05-19 11:18:19,4,2468.14,1339.77,138.28,1535.9,9872.56,8532.789999999999,Credit Card,Completed
O33614,U8417,P78,2026-05-18 19:36:45,1,6068.64,800.2,152.97,948.32,6068.64,5268.4400000000005,Wallet,Completed
O33615,U9896,P46,2026-05-19 15:39:32,1,4481.42,60.5,171.96,795.77,4481.42,4420.92,Wallet,Completed
O33616,U1605,P70,2026-05-24 01:24:03,1,5061.26,236.96,51.68,868.37,5061.26,4824.3,Wallet,Completed
O33617,U12292,P164,2026-05-21 15:44:55,2,2960.55,159.22,81.45,1037.14,5921.1,5761.88,Credit Card,Completed
O33618,U13278,P36,2026-05-21 17:44:37,1,8916.32,784.84,95.59,1463.67,8916.32,8131.48,UPI,Completed
O33619,U10285,P94,2026-05-20 13:58:51,1,4225.87,153.62,86.48,733.0,4225.87,4072.25,Credit Card,Completed
O33620,U3144,P149,2026-05-23 10:17:45,4,7124.9,2802.78,83.69,4625.43,28499.6,25696.82,Credit Card,Completed
O33621,U8206,P21,2026-05-19 02:00:45,1,3483.24,326.77,116.45,568.16,3483.24,3156.47,Wallet,Completed
O33622,U588,P2,2026-05-20 17:16:34,3,7949.11,3315.77,113.27,3695.68,23847.329999999998,20531.559999999998,UPI,Completed
O33623,U11846,P9,2026-05-19 03:36:29,2,4609.36,1026.56,193.02,1474.59,9218.72,8192.16,Wallet,Completed
O33624,U4750,P59,2026-05-24 10:48:19,2,5718.4,451.26,139.64,1977.4,11436.8,10985.539999999999,Debit Card,Completed
O33625,U14234,P169,2026-05-23 14:02:23,3,4330.92,1859.37,138.87,2004.01,12992.76,11133.39,Credit Card,Completed
O33626,U13277,P50,2026-05-23 07:06:47,2,3575.5,205.41,82.54,1250.21,7151.0,6945.59,Wallet,Completed
O33627,U9503,P176,2026-05-22 18:34:20,3,4398.37,1866.97,99.16,2039.07,13195.11,11328.140000000001,UPI,Completed
O33628,U3430,P91,2026-05-19 04:31:21,2,1800.55,292.9,182.52,595.48,3601.1,3308.2,Debit Card,Completed
O33629,U8369,P10,2026-05-22 11:05:22,3,2953.4,42.39,155.42,1587.21,8860.2,8817.810000000001,Credit Card,Completed
O33630,U4557,P200,2026-05-22 06:38:31,2,1955.42,303.49,165.41,649.32,3910.84,3607.3500000000004,Wallet,Completed
O33631,U4515,P91,2026-05-21 23:00:07,3,1800.55,103.89,146.37,953.6,5401.65,5297.759999999999,UPI,Completed
O33632,U12074,P11,2026-05-22 00:42:24,1,3810.62,350.87,165.31,622.76,3810.62,3459.75,UPI,Completed
O33633,U3131,P36,2026-05-23 11:16:06,3,8916.32,3335.76,167.62,4214.38,26748.96,23413.199999999997,Credit Card,Completed
O33634,U5746,P48,2026-05-22 15:40:10,4,7867.12,703.91,151.27,5537.62,31468.48,30764.57,Credit Card,Completed
O33635,U10193,P165,2026-05-20 10:43:00,2,3143.41,856.47,182.93,977.46,6286.82,5430.349999999999,Credit Card,Completed
O33636,U770,P49,2026-05-23 05:52:15,2,5632.99,1250.15,118.16,1802.85,11265.98,10015.83,Credit Card,Completed
O33637,U2453,P52,2026-05-19 08:41:53,1,2177.52,259.54,126.02,345.24,2177.52,1917.98,Wallet,Completed
O33638,U5372,P189,2026-05-20 14:53:36,1,2969.48,53.49,143.11,524.88,2969.48,2915.9900000000002,Debit Card,Completed
O33639,U2663,P105,2026-05-23 23:44:19,2,8307.55,2024.88,161.43,2626.24,16615.1,14590.219999999998,Debit Card,Completed
O33640,U149,P33,2026-05-22 15:48:19,1,7743.7,903.9,185.65,1231.16,7743.7,6839.8,Credit Card,Completed
O33641,U5066,P162,2026-05-19 09:50:59,1,1758.3,138.75,156.07,291.52,1758.3,1619.55,Credit Card,Completed
O33642,U12396,P174,2026-05-21 12:00:46,2,5653.36,1661.35,182.28,1736.17,11306.72,9645.369999999999,Debit Card,Completed
O33643,U12296,P13,2026-05-23 18:54:43,3,5581.09,2402.3,150.16,2581.37,16743.27,14340.970000000001,Debit Card,Completed
O33644,U6668,P173,2026-05-23 10:45:29,3,9496.43,3519.29,157.61,4494.6,28489.29,24970.0,UPI,Completed
O33645,U332,P82,2026-05-24 06:27:53,4,2891.08,1302.73,155.37,1847.09,11564.32,10261.59,UPI,Completed
O33646,U11051,P194,2026-05-19 13:08:54,2,9100.36,920.19,102.04,3110.5,18200.72,17280.530000000002,Credit Card,Completed
O33647,U14286,P75,2026-05-24 17:21:59,4,3432.41,1121.04,148.65,2269.55,13729.64,12608.599999999999,UPI,Completed
O33648,U6196,P77,2026-05-24 06:14:21,2,7007.95,1713.69,163.12,2214.4,14015.9,12302.21,Wallet,Completed
O33649,U6751,P115,2026-05-24 14:25:50,2,10432.56,2561.5,161.83,3294.65,20865.12,18303.62,Credit Card,Completed
O33650,U13277,P28,2026-05-22 01:46:08,2,5017.01,1308.31,151.09,1570.63,10034.02,8725.710000000001,UPI,Completed
O33651,U3294,P123,2026-05-20 07:39:32,2,7105.71,1071.98,107.98,2365.1,14211.42,13139.44,Wallet,Completed
O33652,U115,P15,2026-05-21 00:43:04,1,11601.18,445.69,128.22,2007.99,11601.18,11155.49,UPI,Completed
O33653,U13654,P106,2026-05-22 23:59:23,3,6727.17,1416.42,183.97,3377.72,20181.510000000002,18765.090000000004,Credit Card,Completed
O33654,U11142,P195,2026-05-19 07:12:42,3,8101.29,23.27,115.56,4370.51,24303.87,24280.6,Debit Card,Completed
O33655,U7753,P20,2026-05-24 01:33:15,4,4099.11,2319.22,186.94,2533.9,16396.44,14077.22,UPI,Completed
O33656,U9716,P17,2026-05-20 09:07:46,4,3589.68,1603.24,125.93,2295.99,14358.72,12755.48,UPI,Completed
O33657,U14602,P164,2026-05-21 17:22:17,1,2960.55,214.7,110.9,494.25,2960.55,2745.8500000000004,Wallet,Completed
O33658,U894,P151,2026-05-20 10:34:28,4,1766.73,487.88,158.37,1184.23,7066.92,6579.04,Wallet,Completed
O33659,U309,P10,2026-05-19 16:47:22,1,2953.4,251.63,163.07,486.32,2953.4,2701.77,Credit Card,Completed
O33660,U13877,P169,2026-05-23 22:32:48,4,4330.92,1177.86,142.61,2906.25,17323.68,16145.82,Debit Card,Completed
O33661,U5440,P76,2026-05-20 08:48:10,4,1624.83,291.13,51.8,1117.47,6499.32,6208.19,Credit Card,Completed
O33662,U13101,P9,2026-05-24 10:40:50,3,4609.36,1514.69,98.22,2216.41,13828.079999999998,12313.389999999998,UPI,Completed
O33663,U2425,P195,2026-05-21 09:50:29,3,8101.29,2618.4,131.1,3903.38,24303.87,21685.469999999998,Debit Card,Completed
O33664,U11827,P9,2026-05-20 09:42:38,1,4609.36,529.5,184.7,734.37,4609.36,4079.8599999999997,Wallet,Completed
O33665,U1337,P128,2026-05-22 07:06:06,3,3849.32,1082.59,87.37,1883.77,11547.960000000001,10465.37,Wallet,Completed
O33666,U13420,P75,2026-05-23 16:29:32,1,3432.41,8.49,153.75,616.31,3432.41,3423.92,Wallet,Completed
O33667,U5152,P151,2026-05-20 02:05:14,2,1766.73,197.37,142.26,600.5,3533.46,3336.09,Credit Card,Completed
O33668,U8536,P56,2026-05-24 08:27:41,4,8404.45,2470.23,121.45,5606.56,33617.8,31147.570000000003,Wallet,Completed
O33669,U1478,P23,2026-05-20 17:08:49,3,5731.88,994.48,110.84,2916.21,17195.64,16201.16,Credit Card,Completed
O33670,U7173,P161,2026-05-21 18:23:01,2,2837.65,89.95,137.84,1005.36,5675.3,5585.35,Debit Card,Completed
O33671,U444,P129,2026-05-23 10:30:26,2,8504.14,195.71,73.43,3026.26,17008.28,16812.57,Wallet,Completed
O33672,U11496,P113,2026-05-22 18:49:25,2,6540.66,715.62,59.31,2225.83,13081.32,12365.699999999999,Wallet,Completed
O33673,U3241,P158,2026-05-24 17:01:44,4,3650.3,1370.39,134.6,2381.55,14601.2,13230.810000000001,UPI,Completed
O33674,U2147,P78,2026-05-23 19:48:03,4,6068.64,352.07,193.31,4306.05,24274.56,23922.49,Debit Card,Completed
O33675,U8947,P107,2026-05-24 05:48:09,4,3143.12,707.22,68.73,2135.75,12572.48,11865.26,UPI,Completed
O33676,U898,P118,2026-05-19 19:07:41,4,2468.14,1367.93,168.3,1530.83,9872.56,8504.63,Credit Card,Completed
O33677,U7696,P33,2026-05-20 11:04:41,4,7743.7,3443.19,100.22,4955.69,30974.8,27531.61,Wallet,Completed
O33678,U12400,P149,2026-05-22 18:14:03,1,7124.9,924.86,107.26,1116.01,7124.9,6200.04,Wallet,Completed
O33679,U9860,P25,2026-05-24 05:49:41,2,7397.83,1534.7,112.15,2386.97,14795.66,13260.96,Wallet,Completed
O33680,U4211,P191,2026-05-19 19:27:24,1,6590.48,979.14,128.29,1010.04,6590.48,5611.339999999999,Debit Card,Completed
O33681,U6412,P144,2026-05-23 06:23:53,2,2217.58,266.58,150.55,750.34,4435.16,4168.58,Wallet,Completed
O33682,U4042,P182,2026-05-22 02:31:31,4,10434.15,2850.1,160.29,6999.57,41736.6,38886.5,Debit Card,Completed
O33683,U9514,P145,2026-05-20 22:26:29,1,7130.0,350.88,58.89,1220.24,7130.0,6779.12,Wallet,Completed
O33684,U2252,P165,2026-05-24 07:59:12,4,3143.41,1882.89,89.99,1924.34,12573.64,10690.75,UPI,Completed
O33685,U352,P18,2026-05-22 00:29:16,4,4643.1,2054.22,143.99,2973.27,18572.4,16518.18,Debit Card,Completed
O33686,U8589,P150,2026-05-23 17:43:00,1,1754.98,34.84,124.6,309.63,1754.98,1720.14,Wallet,Completed
O33687,U14129,P22,2026-05-19 17:04:53,3,3727.37,841.56,160.01,1861.3,11182.11,10340.550000000001,UPI,Completed
O33688,U7599,P75,2026-05-22 13:11:06,2,3432.41,276.17,150.23,1185.96,6864.82,6588.65,Debit Card,Completed
O33689,U7532,P25,2026-05-19 18:13:57,4,7397.83,3313.09,171.07,4730.08,29591.32,26278.23,Wallet,Completed
O33690,U13193,P25,2026-05-20 18:08:51,2,7397.83,570.55,192.28,2560.52,14795.66,14225.11,Credit Card,Completed
O33691,U11252,P108,2026-05-21 09:55:18,3,11160.59,3552.78,188.2,5387.22,33481.770000000004,29928.990000000005,Debit Card,Completed
O33692,U5692,P83,2026-05-24 03:04:08,1,5181.41,706.23,61.69,805.53,5181.41,4475.18,UPI,Completed
O33693,U9219,P109,2026-05-23 21:23:01,4,2309.76,920.61,164.82,1497.32,9239.04,8318.43,Debit Card,Completed
O33694,U4154,P7,2026-05-21 19:06:41,2,5046.09,26.28,178.33,1811.86,10092.18,10065.9,UPI,Completed
O33695,U5539,P31,2026-05-19 15:41:44,3,9542.17,2569.68,69.73,4690.23,28626.510000000002,26056.83,Debit Card,Completed
O33696,U9912,P178,2026-05-24 18:59:46,2,6423.1,1381.05,184.69,2063.73,12846.2,11465.150000000001,Wallet,Completed
O33697,U746,P199,2026-05-24 11:22:53,1,2291.67,175.99,130.58,380.82,2291.67,2115.6800000000003,Credit Card,Completed
O33698,U11976,P71,2026-05-19 20:19:27,3,5014.6,1446.36,119.04,2447.54,15043.800000000001,13597.44,Debit Card,Completed
O33699,U11251,P158,2026-05-23 04:33:29,3,3650.3,192.85,89.65,1936.45,10950.900000000001,10758.050000000001,Wallet,Completed
O33700,U13853,P184,2026-05-20 22:13:07,1,3087.26,275.49,103.38,506.12,3087.26,2811.7700000000004,UPI,Completed
O33701,U13563,P54,2026-05-23 18:07:02,4,7144.23,2273.99,140.78,4734.53,28576.92,26302.93,Debit Card,Completed
O33702,U13875,P30,2026-05-21 03:24:23,1,2642.16,173.78,75.59,444.31,2642.16,2468.3799999999997,Credit Card,Completed
O33703,U13936,P27,2026-05-22 04:27:08,3,2843.75,1151.88,114.51,1328.29,8531.25,7379.37,UPI,Completed
O33704,U5372,P197,2026-05-24 09:50:05,2,5431.89,319.37,177.46,1897.99,10863.78,10544.41,Wallet,Completed
O33705,U7000,P134,2026-05-19 18:42:17,2,7470.41,1210.47,95.23,2471.46,14940.82,13730.35,Wallet,Completed
O33706,U479,P72,2026-05-19 07:17:36,1,5703.49,218.54,121.96,987.29,5703.49,5484.95,UPI,Completed
O33707,U2805,P116,2026-05-21 14:24:38,1,3433.76,154.93,70.55,590.19,3433.76,3278.8300000000004,Credit Card,Completed
O33708,U1347,P193,2026-05-22 01:00:26,3,8877.08,2123.22,63.95,4411.44,26631.239999999998,24508.019999999997,Wallet,Completed
O33709,U14314,P31,2026-05-20 20:05:55,3,9542.17,3017.64,93.04,4609.6,28626.510000000002,25608.870000000003,Debit Card,Completed
O33710,U14991,P187,2026-05-24 00:25:23,2,9244.08,779.38,84.14,3187.58,18488.16,17708.78,UPI,Completed
O33711,U9107,P84,2026-05-23 07:48:38,1,6942.35,243.95,107.52,1205.71,6942.35,6698.400000000001,Debit Card,Completed
O33712,U2211,P136,2026-05-20 00:09:57,3,7830.74,186.73,94.55,4194.99,23492.22,23305.49,Wallet,Completed
O33713,U11527,P17,2026-05-24 07:48:36,3,3589.68,102.21,80.73,1920.03,10769.039999999999,10666.83,Debit Card,Completed
O33714,U8546,P89,2026-05-20 09:24:35,4,1918.81,964.91,128.91,1207.86,7675.24,6710.33,UPI,Completed
O33715,U5575,P90,2026-05-19 05:42:32,2,6709.73,1170.26,185.4,2204.86,13419.46,12249.199999999999,UPI,Completed
O33716,U4222,P49,2026-05-20 11:55:45,2,5632.99,62.75,106.13,2016.58,11265.98,11203.23,UPI,Completed
O33717,U13991,P113,2026-05-21 02:35:53,3,6540.66,998.45,105.43,3352.24,19621.98,18623.53,Credit Card,Completed
O33718,U13817,P114,2026-05-24 09:08:57,2,2237.81,60.12,154.31,794.79,4475.62,4415.5,Credit Card,Completed
O33719,U7673,P120,2026-05-22 11:57:38,4,10555.33,5619.48,167.43,6588.33,42221.32,36601.84,Credit Card,Completed
O33720,U3852,P87,2026-05-24 10:18:13,1,2292.48,310.36,109.53,356.78,2292.48,1982.12,UPI,Completed
O33721,U4144,P166,2026-05-20 08:12:08,4,5773.11,336.19,167.47,4096.12,23092.44,22756.25,Credit Card,Completed
O33722,U12310,P146,2026-05-19 17:40:49,1,7601.69,825.33,52.0,1219.74,7601.69,6776.36,Wallet,Completed
O33723,U9427,P51,2026-05-23 14:59:34,3,3357.05,745.96,82.07,1678.53,10071.150000000001,9325.190000000002,Credit Card,Completed
O33724,U8519,P73,2026-05-19 21:36:16,3,2879.92,933.08,110.91,1387.2,8639.76,7706.68,Credit Card,Completed
O33725,U623,P62,2026-05-19 12:01:30,3,3122.53,235.87,122.09,1643.71,9367.59,9131.72,Wallet,Completed
O33726,U759,P137,2026-05-20 17:44:35,3,4116.2,432.92,156.16,2144.82,12348.599999999999,11915.679999999998,Debit Card,Completed
O33727,U11340,P66,2026-05-21 19:52:25,4,4580.79,17.68,196.8,3294.99,18323.16,18305.48,Debit Card,Completed
O33728,U725,P23,2026-05-19 19:18:49,3,5731.88,2440.83,58.27,2655.87,17195.64,14754.81,Debit Card,Completed
O33729,U1874,P189,2026-05-23 08:59:10,1,2969.48,329.37,84.98,475.22,2969.48,2640.11,UPI,Completed
O33730,U746,P180,2026-05-21 19:43:07,1,4127.59,472.6,100.4,657.9,4127.59,3654.9900000000002,Credit Card,Completed
O33731,U2425,P65,2026-05-22 14:46:07,1,4164.6,450.98,90.73,668.45,4164.6,3713.6200000000003,Credit Card,Completed
O33732,U8959,P152,2026-05-22 12:52:38,1,4007.76,107.54,88.07,702.04,4007.76,3900.2200000000003,Debit Card,Completed
O33733,U2024,P75,2026-05-22 02:22:40,3,3432.41,740.82,142.57,1720.15,10297.23,9556.41,Wallet,Completed
O33734,U8118,P198,2026-05-18 23:45:04,2,2455.49,532.87,152.39,788.06,4910.98,4378.11,Debit Card,Completed
O33735,U5908,P145,2026-05-21 21:52:35,2,7130.0,177.17,88.33,2534.91,14260.0,14082.83,Wallet,Completed
O33736,U7788,P63,2026-05-24 10:01:05,4,2662.17,953.3,150.15,1745.17,10648.68,9695.380000000001,Credit Card,Completed
O33737,U3568,P95,2026-05-19 12:33:24,1,5489.56,773.22,195.39,848.94,5489.56,4716.34,Wallet,Completed
O33738,U13996,P41,2026-05-18 23:57:15,3,4028.01,1087.26,166.32,1979.42,12084.03,10996.77,Debit Card,Completed
O33739,U12599,P4,2026-05-21 10:50:12,3,5425.87,603.51,196.77,2821.34,16277.61,15674.1,Wallet,Completed
O33740,U8243,P74,2026-05-23 00:27:00,2,1650.95,431.39,113.46,516.69,3301.9,2870.51,UPI,Completed
O33741,U10676,P113,2026-05-23 08:01:46,1,6540.66,409.38,108.71,1103.63,6540.66,6131.28,Wallet,Completed
O33742,U11275,P186,2026-05-20 17:31:07,4,3891.87,631.48,83.99,2688.48,15567.48,14936.0,Debit Card,Completed
O33743,U6004,P57,2026-05-22 03:44:22,2,10827.04,613.91,122.77,3787.23,21654.08,21040.170000000002,Debit Card,Completed
O33744,U3817,P180,2026-05-21 16:22:35,3,4127.59,1489.45,67.28,1960.8,12382.77,10893.32,Credit Card,Completed
O33745,U4484,P71,2026-05-22 19:32:43,1,5014.6,194.27,123.32,867.66,5014.6,4820.33,Debit Card,Completed
O33746,U4597,P131,2026-05-22 04:21:08,4,2875.68,374.12,145.8,2003.15,11502.72,11128.599999999999,Debit Card,Completed
O33747,U7550,P42,2026-05-23 19:21:53,1,3028.69,217.23,134.18,506.06,3028.69,2811.46,Debit Card,Completed
O33748,U9030,P134,2026-05-21 08:25:20,1,7470.41,108.84,60.81,1325.08,7470.41,7361.57,Debit Card,Completed
O33749,U2844,P114,2026-05-21 23:55:53,1,2237.81,236.45,193.22,360.24,2237.81,2001.36,Debit Card,Completed
O33750,U9132,P140,2026-05-24 17:13:44,4,6111.57,2945.02,94.22,3870.23,24446.28,21501.26,Wallet,Completed
O33751,U10175,P177,2026-05-22 06:30:57,1,4516.64,251.23,76.19,767.77,4516.64,4265.410000000001,UPI,Completed
O33752,U14998,P101,2026-05-22 11:33:28,3,3464.83,504.47,122.0,1780.2,10394.49,9890.02,Credit Card,Completed
O33753,U11149,P188,2026-05-21 23:51:37,3,7118.57,1652.63,118.41,3546.55,21355.71,19703.079999999998,Wallet,Completed
O33754,U10280,P11,2026-05-19 20:16:38,2,3810.62,508.04,79.6,1280.38,7621.24,7113.2,UPI,Completed
O33755,U5421,P57,2026-05-23 00:35:36,4,10827.04,37.69,189.26,7788.68,43308.16,43270.47,Debit Card,Completed
O33756,U10142,P19,2026-05-23 21:49:28,3,8008.77,3140.2,170.5,3759.5,24026.31,20886.11,UPI,Completed
O33757,U13063,P6,2026-05-19 06:30:04,4,7366.31,2792.49,128.52,4801.1,29465.24,26672.75,UPI,Completed
O33758,U9213,P103,2026-05-19 05:43:46,3,4765.94,281.77,73.8,2522.89,14297.82,14016.05,Credit Card,Completed
O33759,U1481,P163,2026-05-19 19:23:11,1,4762.0,145.67,61.15,830.94,4762.0,4616.33,Wallet,Completed
O33760,U11313,P126,2026-05-19 20:54:53,1,8587.72,635.49,117.02,1431.4,8587.72,7952.23,UPI,Completed
O33761,U11586,P190,2026-05-19 16:38:21,1,2503.15,160.94,90.39,421.6,2503.15,2342.21,UPI,Completed
O33762,U263,P27,2026-05-24 16:24:13,3,2843.75,647.99,101.49,1418.99,8531.25,7883.26,UPI,Completed
O33763,U2552,P168,2026-05-19 12:10:59,4,8036.01,4326.75,194.81,5007.11,32144.04,27817.29,Credit Card,Completed
O33764,U4526,P106,2026-05-22 20:12:06,4,6727.17,2253.7,66.06,4437.9,26908.68,24654.98,Wallet,Completed
O33765,U10782,P132,2026-05-18 21:50:41,4,9482.02,4292.03,93.22,6054.49,37928.08,33636.05,Debit Card,Completed
O33766,U740,P189,2026-05-21 22:31:27,1,2969.48,239.3,80.42,491.43,2969.48,2730.18,Debit Card,Completed
O33767,U326,P102,2026-05-23 11:45:49,3,3708.16,394.24,133.86,1931.44,11124.48,10730.24,Debit Card,Completed
O33768,U11035,P3,2026-05-20 17:16:57,3,4374.0,322.71,178.06,2303.87,13122.0,12799.29,Credit Card,Completed
O33769,U7822,P83,2026-05-22 03:18:18,4,5181.41,2280.54,105.5,3320.12,20725.64,18445.1,Credit Card,Completed
O33770,U3736,P83,2026-05-21 16:36:31,3,5181.41,1114.16,82.84,2597.41,15544.23,14430.07,Wallet,Completed
O33771,U7189,P126,2026-05-23 07:10:38,1,8587.72,1213.59,187.23,1327.34,8587.72,7374.129999999999,Debit Card,Completed
O33772,U6343,P134,2026-05-21 22:23:18,1,7470.41,51.01,166.84,1335.49,7470.41,7419.4,Credit Card,Completed
O33773,U12463,P100,2026-05-23 14:32:13,2,5176.99,784.75,62.55,1722.46,10353.98,9569.23,Wallet,Completed
O33774,U542,P168,2026-05-24 03:14:45,2,8036.01,1971.63,103.0,2538.07,16072.02,14100.39,Wallet,Completed
O33775,U530,P67,2026-05-24 01:31:39,2,2730.17,718.26,178.91,853.57,5460.34,4742.08,UPI,Completed
O33776,U5360,P18,2026-05-20 18:50:11,2,4643.1,869.6,135.96,1514.99,9286.2,8416.6,Wallet,Completed
O33777,U63,P198,2026-05-24 00:14:17,1,2455.49,48.39,94.13,433.28,2455.49,2407.1,Debit Card,Completed
O33778,U13063,P176,2026-05-22 01:10:11,2,4398.37,917.21,144.68,1418.32,8796.74,7879.53,Credit Card,Completed
O33779,U10784,P83,2026-05-20 14:25:18,1,5181.41,765.88,199.83,794.8,5181.41,4415.53,UPI,Completed
O33780,U10121,P71,2026-05-20 19:39:54,2,5014.6,436.93,183.6,1726.61,10029.2,9592.27,UPI,Completed
O33781,U4237,P156,2026-05-19 08:22:16,1,3003.98,401.89,110.85,468.38,3003.98,2602.09,UPI,Completed
O33782,U1748,P187,2026-05-24 02:10:56,4,9244.08,3340.08,182.28,6054.52,36976.32,33636.24,Debit Card,Completed
O33783,U10915,P46,2026-05-24 11:30:22,2,4481.42,843.24,154.53,1461.53,8962.84,8119.6,Credit Card,Completed
O33784,U10782,P129,2026-05-20 20:33:27,3,8504.14,2301.68,179.56,4177.93,25512.42,23210.739999999998,Debit Card,Completed
O33785,U5170,P67,2026-05-23 23:47:25,3,2730.17,42.11,193.97,1466.71,8190.51,8148.400000000001,UPI,Completed
O33786,U14006,P18,2026-05-22 21:23:41,1,4643.1,583.33,162.0,730.76,4643.1,4059.7700000000004,Credit Card,Completed
O33787,U8074,P64,2026-05-18 22:04:22,2,7674.36,116.38,73.43,2741.82,15348.72,15232.34,UPI,Completed
O33788,U13123,P192,2026-05-20 21:41:46,4,1891.46,1110.3,124.15,1162.0,7565.84,6455.54,Wallet,Completed
O33789,U14792,P184,2026-05-22 22:57:23,2,3087.26,317.62,126.5,1054.24,6174.52,5856.900000000001,Credit Card,Completed
O33790,U442,P21,2026-05-20 06:38:41,1,3483.24,178.45,103.16,594.86,3483.24,3304.79,UPI,Completed
O33791,U14648,P62,2026-05-23 02:31:45,2,3122.53,596.82,126.32,1016.68,6245.06,5648.240000000001,Debit Card,Completed
O33792,U1036,P73,2026-05-19 13:09:51,1,2879.92,330.81,176.2,458.84,2879.92,2549.11,Debit Card,Completed
O33793,U2458,P83,2026-05-22 08:53:42,1,5181.41,496.08,169.79,843.36,5181.41,4685.33,Credit Card,Completed
O33794,U2936,P10,2026-05-23 17:17:02,1,2953.4,132.65,73.1,507.73,2953.4,2820.75,Credit Card,Completed
O33795,U6295,P55,2026-05-19 08:02:46,4,10300.83,3344.23,78.9,6814.64,41203.32,37859.09,Debit Card,Completed
O33796,U6439,P150,2026-05-24 01:42:15,3,1754.98,643.05,119.09,831.94,5264.9400000000005,4621.89,Wallet,Completed
O33797,U7676,P73,2026-05-21 21:49:45,2,2879.92,728.53,96.81,905.64,5759.84,5031.31,Debit Card,Completed
O33798,U4599,P197,2026-05-21 02:01:10,1,5431.89,610.24,120.54,867.9,5431.89,4821.650000000001,Credit Card,Completed
O33799,U9268,P155,2026-05-23 00:17:01,4,1625.36,548.19,185.92,1071.58,6501.44,5953.25,UPI,Completed
O33800,U11121,P59,2026-05-20 13:44:54,4,5718.4,2020.1,144.17,3753.63,22873.6,20853.5,Wallet,Completed
O33801,U1016,P150,2026-05-20 17:27:36,3,1754.98,212.69,108.48,909.41,5264.9400000000005,5052.250000000001,Credit Card,Completed
O33802,U12113,P36,2026-05-23 15:50:26,2,8916.32,1678.97,78.04,2907.66,17832.64,16153.67,Wallet,Completed
O33803,U2801,P139,2026-05-20 03:45:11,1,8566.93,1144.08,119.8,1336.11,8566.93,7422.85,UPI,Completed
O33804,U6547,P64,2026-05-21 15:08:44,3,7674.36,1212.08,82.19,3925.98,23023.079999999998,21811.0,Wallet,Completed
O33805,U6983,P100,2026-05-21 05:47:09,1,5176.99,399.24,84.47,860.0,5176.99,4777.75,Debit Card,Completed
O33806,U11340,P176,2026-05-20 02:50:41,1,4398.37,153.37,156.64,764.1,4398.37,4245.0,Debit Card,Completed
O33807,U10784,P40,2026-05-21 23:20:09,4,9855.58,3276.37,137.4,6506.27,39422.32,36145.95,Wallet,Completed
O33808,U14804,P3,2026-05-19 18:37:34,2,4374.0,70.11,111.33,1562.02,8748.0,8677.89,UPI,Completed
O33809,U12062,P200,2026-05-23 18:29:38,4,1955.42,374.82,186.45,1340.43,7821.68,7446.860000000001,Wallet,Completed
O33810,U5692,P35,2026-05-24 05:09:13,1,3622.97,25.61,101.29,647.52,3622.97,3597.3599999999997,Debit Card,Completed
O33811,U11058,P114,2026-05-22 00:08:55,1,2237.81,52.74,119.88,393.31,2237.81,2185.07,Debit Card,Completed
O33812,U5215,P59,2026-05-21 11:32:43,3,5718.4,1495.15,73.19,2818.81,17155.199999999997,15660.049999999997,Credit Card,Completed
O33813,U6628,P10,2026-05-22 18:49:47,2,2953.4,419.3,68.18,987.75,5906.8,5487.5,UPI,Completed
O33814,U2085,P173,2026-05-20 12:04:55,4,9496.43,473.43,52.83,6752.21,37985.72,37512.29,Wallet,Completed
O33815,U12549,P21,2026-05-22 10:05:27,1,3483.24,226.47,124.43,586.22,3483.24,3256.77,UPI,Completed
O33816,U2882,P80,2026-05-19 20:38:18,2,7625.44,1029.7,149.71,2559.81,15250.88,14221.179999999998,Wallet,Completed
O33817,U7306,P92,2026-05-23 22:06:37,3,7634.65,3026.8,191.16,3577.89,22903.949999999997,19877.149999999998,Credit Card,Completed
O33818,U8556,P198,2026-05-22 00:08:05,1,2455.49,114.72,116.62,421.34,2455.49,2340.77,Credit Card,Completed
O33819,U10158,P36,2026-05-20 15:35:15,2,8916.32,1254.48,105.86,2984.07,17832.64,16578.16,Debit Card,Completed
O33820,U3471,P142,2026-05-21 04:24:30,3,4252.06,531.89,120.08,2200.37,12756.18,12224.29,Wallet,Completed
O33821,U7481,P83,2026-05-23 20:12:15,1,5181.41,503.11,84.84,842.09,5181.41,4678.3,Credit Card,Completed
O33822,U6520,P126,2026-05-22 04:25:40,1,8587.72,481.0,198.62,1459.21,8587.72,8106.719999999999,Debit Card,Completed
O33823,U3499,P66,2026-05-21 22:27:05,4,4580.79,561.47,73.71,3197.1,18323.16,17761.69,UPI,Completed
O33824,U261,P96,2026-05-20 00:51:47,2,10799.4,2272.57,105.7,3478.72,21598.8,19326.23,Credit Card,Completed
O33825,U9300,P36,2026-05-20 14:52:57,4,8916.32,285.73,68.9,6368.32,35665.28,35379.549999999996,Debit Card,Completed
O33826,U13238,P195,2026-05-22 15:26:47,2,8101.29,2400.98,191.77,2484.29,16202.58,13801.6,Wallet,Completed
